variable_name,label,source_file,source_directory
lab_csf,Cerebrospinal fluid (CSF) WBC,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
lab_csf_glucose,CSF Glucose,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
lab_csf_protein,CSF Proten,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
lab_datetime,Date and Time of Lab Sample Collection,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
lab_eosino,Absolute eosinophil count,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
lab_hemo,Hemoglobin,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
lab_id,,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source
lab_id,"An ID assigned to a testing lab. It must be unique across labs used for this NWSS reporting jurisdiction's testing. If the same lab is used across multiple NWSS reporting jurisdictions, each NWSS reporting jurisdiction may assign that lab a different lab ID.",RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad
lab_il6,IL-6,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
lab_inr,International normalized ratio (INR),RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
lab_monocyte,Absolute monocyte count,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
lab_other,Other,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
lab_other_specify,Specify,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
lab_pa02,pa02,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
lab_pco2,pCO2,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
lab_ph,pH,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
lab_pt,Prothrombin time (PT),RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
lab_rbc,CSF red blood cell count (RBC),RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
lab_tests_performed,Any lab tests performed?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
ladder,Where would you place yourself on this ladder?,survey_data_dictionary_origcopy.csv - Demographics Survey.csv,RADx-DHT
lang,"Are you able to read, speak, and understand English?",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT
language_home,What languages are spoken at home?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
language_home_other,Specify other languages spoken at home.,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
language_pref,What is your preferred language at home?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
language_pref_other,Specify other preferred language.,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
large_gatherings,"In the past week, approximately how many people outside your household were at the largest gathering you attended?",survey_data_dictionary_origcopy.csv - Largest Gathering and Height Weight.csv,RADx-DHT
last_date_sx,On what date did you last experience symptoms?,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT
last_illness_fever,When was the last one?,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT
last_illness_nofever,When was the last one?,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT
last_name,Last Name,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
lastModified,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT
left_home__care_for_sick,"In the past 24 hours, have you left your home for any of the following reasons?",data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT
left_home__exercise,"In the past 24 hours, have you left your home for any of the following reasons?",data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT
left_home__food_takeout,"In the past 24 hours, have you left your home for any of the following reasons?",data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT
left_home__groceries,"In the past 24 hours, have you left your home for any of the following reasons?",data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT
left_home__medical,"In the past 24 hours, have you left your home for any of the following reasons?",data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT
left_home__other,"In the past 24 hours, have you left your home for any of the following reasons?",data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT
left_home__visiting_friends_or_relatives,"In the past 24 hours, have you left your home for any of the following reasons?",data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT
left_home__work,"In the past 24 hours, have you left your home for any of the following reasons?",data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT
less_likely,What makes you LESS likely to receive a COVID-19 vaccine? Select all that apply.,survey_data_dictionary_origcopy.csv - Monthly Vaccine Survey.csv,RADx-DHT
less_likely,What makes you LESS likely to receive a COVID-19 vaccine? Select all that apply.,survey_data_dictionary_origcopy.csv - Vaccine Survey.csv,RADx-DHT
lfu_actions,"If lost to follow up, what actions were taken to follow up with the subject? (be specific and add dates)",Demographics_and_Clinical.csv,RADx-DHT
lifetime_use_alcohol,"In your entire life, have you had at least 1 drink of any kind of alcohol, not counting small tastes or sips?",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
light[array].endTimeInSeconds,,data_dictionary.xlsx [Garmin Intraday Sleep].csv,RADx-DHT
light[array].startTimeInSeconds,,data_dictionary.xlsx [Garmin Intraday Sleep].csv,RADx-DHT
lightSleepDurationInSeconds,,data_dictionary.xlsx [Garmin Intraday Sleep].csv,RADx-DHT
lim_abil,Is your child limited or prevented in any way in his or her ability to do the things most children of the same age can do?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
lim_abil_condition,"Is this because of ANY medical, behavioral or other health condition?",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
lim_abil_condition_yr,Is this a condition that has lasted or is expected to last for at least 12 months?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
limit_of_blank,"Limit of Blank (LOB).  The highest apparent analyte concentration expected to be found when a replicate of a sample containing no analyte are tested. Concentration units must be specified in the ""Units"" column! For qualitative tests.",Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad
limit_of_detection,"Limit of Detection (LOD). The minimum amount or concentration of analyte that can be reliably distinguished from zero. Concentration units must be specified in the ""Units"" column! For qualitative tests.",Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad
limit_of_detection_detail,Description of how limit of detection was determined.,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad
limit_of_detection_sn_ratio,Signal to noise ratio used to define the limit of detection in standard deviations.,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad
limit_of_quantitation,"Limit of Quantiation (LOQ). The minimum amount or concentration of analyte in the test sample that can be quantified with acceptable precision. Concentration units must be specified in the ""Units"" column! For quantiative tests.",Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad
limit_of_quantitation_detail,Description of how limit of quantition was determined.,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad
limit_of_quantitation_sn_ratio,Signal to noise ratio used to define the limit of quantification in standard deviations.,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad
Linearity,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad
littleenergy,Feeling tired or having little energy.,survey_data_dictionary_origcopy.csv - Mood Survey.csv,RADx-DHT
littleinterest,Little interest or pleasure in doing things.,survey_data_dictionary_origcopy.csv - Mood Survey.csv,RADx-DHT
living_situation,Which of the following best describes where you currently live?,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT
loc_death,Location of death,Demographics_and_Clinical.csv,RADx-DHT
loc_death_v2_106a05,Location of death,Demographics_and_Clinical.csv,RADx-DHT
loc_death_v2_106a05_v2,Location of death,Demographics_and_Clinical.csv,RADx-DHT
loc_death_v4,Location of death,Demographics_and_Clinical.csv,RADx-DHT
loc_death_v5,Location of death,Demographics_and_Clinical.csv,RADx-DHT
localgovt_restrictions,Has your local government issued or continued any of the following restrictions? CHECK ALL THAT APPLY,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT
location_air_humidity,"Humidity of the air at the location and time of sampling, in %",RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad
location_air_temp,"Temperature of the air at the location and time of sampling, in C",RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad
location_test,,data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT
lod_ref,,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source
lod_ref,"A publication, website, or brief description of the method used to calculate the limit of detection",RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad
lod_sewage,,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source
lod_sewage,SARS-CoV-2 limit of detection back-calculated to unconcentrated sample basis,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad
logType,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT
long_allodynia,Allodynia,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_allodynia_pe,Allodynia,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_anorexia,Anorexia (decrease in appetite),RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_anorexia_pe,Anorexia (decrease in appetite),RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_anxiety,Anxiety,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_anxiety_pe,Anxiety,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_balance,Problems with balance,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_balance_pe,Problems with balance,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_brainfog,"Trouble concentrating or difficulty thinking (""brain fog"")",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_brainfog_pe,"Trouble concentrating or difficulty thinking (""brain fog"")",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_conscious,Altered level of consciousness/confusion,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_conscious_pe,Altered level of consciousness/confusion,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_cough,Persistent cough,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_cough_pe,Persistent cough,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_cough_productive,"If persistent cough, productive?",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_depressed,Depressed mood,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_depressed_pe,Depressed mood,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_dizzy,Dizziness/lightheadedness/blackouts,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_dizzy_pe,Dizziness/lightheadedness/blackouts,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_face,Cannot move and/or feel one side of body or face,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_face_pe,Cannot move and/or feel one side of body or face,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_falls,Problems with gait/falls,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_falls_pe,Problems with gait/falls,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_fatigue,Exertional fatigue,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_fatigue_pe,Exertional fatigue,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_forget,Forgetfulness,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_forget_pe,Forgetfulness,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_growthfail,Failure of expected linear growth,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_growthfail_pe,Failure of expected linear growth,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_hallucinate,(15+) Hallucinations (seeing or hearing things others do not see or hear),RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_hallucinate_pe,(15+) Hallucinations (seeing or hearing things others do not see or hear),RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_hypersomnia,Hypersomnia,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_hypersomnia_pe,Hypersomnia,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_insomnia,Insomnia,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_insomnia_pe,Insomnia,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_irritable,Irritability,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_irritable_pe,Irritability,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_jointpain,Joint pain,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_jointpain_pe,Joint pain,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_malaise,Malaise,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_malaise_pe,Malaise,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_muscleweak,Muscle weakness,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_muscleweak_pe,Muscle weakness,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_ortho,Orthostasis (dizziness/lightheadedness/blackouts on sitting up or standing),RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_ortho_change,"If Orthostatsis, confirmed by changes in heart rate/blood pressure?",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_ortho_pe,Orthostasis (dizziness/lightheadedness/blackouts on sitting up or standing),RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_other,Other symptions,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_other_pe,Other symptions,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_other_specify,What other symptoms (comma-separated)?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_paresthesia,Paresthesia (numbness or tingling somewhere in the body),RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_paresthesia_pe,Paresthesia (numbness or tingling somewhere in the body),RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_toerash,"Toe rashes (red/purple sores or blisters on the feet, including the toes)",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_toerash_pe,"Toe rashes (red/purple sores or blisters on the feet, including the toes)",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_weightfail,Failure of expected weight gain,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_weightfail_pe,Failure of expected weight gain,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_weightloss,Weight loss,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
long_weightloss_pe,Weight loss,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
lonliness,Is your life lonelier because of the COVID-19 pandemic?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
loss_taste,New loss of taste or smell,Demographics_and_Clinical.csv,RADx-DHT
lowStressDurationInSeconds,,data_dictionary.xlsx [Garmin Intraday Dailies (Heart ].csv,RADx-DHT
lung_dis,Chronic Lung Disease,Demographics_and_Clinical.csv,RADx-DHT
lung_ultrasound,Lung Ultrasound,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
lung_ultrasound_date_mdy,Date of Lung Ultrasound,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
mail,Do you treat your mail and/or delivered packages differently now than you did before the pandemic? Select all that apply.,survey_data_dictionary_origcopy.csv - Mail and Places of Worship.csv,RADx-DHT
main_asleep_minutes,,data_dictionary.xlsx [FBML Minute Level].csv,RADx-DHT
main_efficiency,,data_dictionary.xlsx [FBML Minute Level].csv,RADx-DHT
main_efficiency,,data_dictionary.xlsx [FBML Minute Level].csv,RADx-DHT
main_in_bed_minutes,,data_dictionary.xlsx [FBML Minute Level].csv,RADx-DHT
main_start_minute,,data_dictionary.xlsx [FBML Minute Level].csv,RADx-DHT
main_start_time,,data_dictionary.xlsx [FBML Minute Level].csv,RADx-DHT
MANUAL,,activity__garmin_activities_origcopy.csv,RADx-DHT
manualValuesSpecified.calories,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT
manualValuesSpecified.distance,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT
manualValuesSpecified.steps,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT
mari_use_2,"Have you used marijuana in the past 12 months? ",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
mari_use_smk_2,"If you have used marijuana in the past 12 months, have often have you smoked it?",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
mari_use_vap_2,"If you have used marijuana in the past 12 months, have often have you vaped it?",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
marijuana,"Have you smoked or vaped marijuana, even one or two puffs?",survey_data_dictionary_origcopy.csv - Your Smoking History.csv,RADx-DHT
marijuana_30days,Have you smoked or vaped marijuana in the past 30 days?,survey_data_dictionary_origcopy.csv - Your Smoking History.csv,RADx-DHT
MAX_BIKE_CADENCE_IN_ROUNDS_PER_MINUTE,,activity__garmin_activities_origcopy.csv,RADx-DHT
MAX_HEART_RATE_IN_BEATS_PER_MINUTE,,activity__garmin_activities_origcopy.csv,RADx-DHT
MAX_PACE_IN_MINUTES_PER_KILOMETER,,activity__garmin_activities_origcopy.csv,RADx-DHT
MAX_RUN_CADENCE_IN_STEPS_PER_MINUTE,,activity__garmin_activities_origcopy.csv,RADx-DHT
MAX_SPEED_IN_METERS_PER_SECOND,,activity__garmin_activities_origcopy.csv,RADx-DHT
maxHeartRateInBeatsPerMinute,,data_dictionary.xlsx [Garmin Intraday Dailies (Heart ].csv,RADx-DHT
maxMotionintensity,,data_dictionary.xlsx [Garmin Intraday Steps].csv,RADx-DHT
maxStressLevel,,data_dictionary.xlsx [Garmin Intraday Dailies (Heart ].csv,RADx-DHT
mc_access_change,Please rate how much the coronavirus pandemic has changed your family's life with respect to Medical health care access,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
meanMotionintensity,,data_dictionary.xlsx [Garmin Intraday Steps].csv,RADx-DHT
med_advice_telemedicine__not_sure_if_covered,"Since the start of the COVID-19 outbreak, have you tried to receive medical advice or treatment through telemedicine for any condition?",data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT
med_advice_telemedicine__not_tried,"Since the start of the COVID-19 outbreak, have you tried to receive medical advice or treatment through telemedicine for any condition?",data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT
med_advice_telemedicine__tried_technical_difficulties,"Since the start of the COVID-19 outbreak, have you tried to receive medical advice or treatment through telemedicine for any condition?",data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT
med_advice_telemedicine__tried_wait_too_long,"Since the start of the COVID-19 outbreak, have you tried to receive medical advice or treatment through telemedicine for any condition?",data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT
med_advice_telemedicine__yes_telephone,"Since the start of the COVID-19 outbreak, have you tried to receive medical advice or treatment through telemedicine for any condition?",data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT
med_advice_telemedicine__yes_text,"Since the start of the COVID-19 outbreak, have you tried to receive medical advice or treatment through telemedicine for any condition?",data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT
med_advice_telemedicine__yes_video,"Since the start of the COVID-19 outbreak, have you tried to receive medical advice or treatment through telemedicine for any condition?",data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT
med_change,"Since the start of the COVID-19 pandemic (since March 2020), has this child taken any medication because of difficulties with their emotions, concentration, or behavior?",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
med_date_mdy,Date of Medication Collection,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
med_hx_date_mdy,Date of Medical History Collection,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
medication__antibiotics,"Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply.__Antibiotics (Z-pak, amoxicillin, Augmentin, doxycycline)",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication__antibiotics__first_dose,"When did you take your first dose of Antibiotics (Z-pak, amoxicillin, Augmentin, doxycycline)? If you have not taken your first dose of this medication, please skip to the next question.__Date",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication__antibiotics__missed_dose,"Did you ever miss any doses or decide not to take Antibiotics (Z-pak, amoxicillin, Augmentin, doxycycline)?__Response",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication__ili,Did a healthcare provider prescribe any medications to treat or manage your current symptoms?__Response,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication__otc__chest_decongest,"Which of the following over-the-counter (non-prescription) medications did you personally decide to take to treat or manage your current symptoms in the past 24 hours? Select all that apply.__Chest or mucus decongestants (Mucinex, guaifenesin)",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication__otc__cough_supp,"Which of the following over-the-counter (non-prescription) medications did you personally decide to take to treat or manage your current symptoms in the past 24 hours? Select all that apply.__Cough suppressants (Delsym, Robitussin, dextromethorphan)",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication__otc__flu,Did you take any over-the-counter (non-prescription) medications to treat or manage your current symptoms in the past 7 days?__Response,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication__otc__nasal_decongest,"Which of the following over-the-counter (non-prescription) medications did you personally decide to take to treat or manage your current symptoms in the past 24 hours? Select all that apply.__Nasal decongestants (Sudafed, Sudafed PE, Afrin, Flonase, phenylephrine, pseudoephedrine, fluticasone propionate)",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication__otc__other,Which of the following over-the-counter (non-prescription) medications did you personally decide to take to treat or manage your current symptoms in the past 24 hours? Select all that apply.__Other (please specify),data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication__otc__pain_fever,"Which of the following over-the-counter (non-prescription) medications did you personally decide to take to treat or manage your current symptoms in the past 24 hours? Select all that apply.__Fever reducers or pain relievers (ibuprofen, aspirin, Advil, Tylenol, Aleve, acetaminophen)",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication__otc__unknown,Which of the following over-the-counter (non-prescription) medications did you personally decide to take to treat or manage your current symptoms in the past 24 hours? Select all that apply.__I don’t know / I can’t remember,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication__other,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply.__Other (please specify),data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication__other__first_dose,"When did you take your first dose of the other medication (not previously listed)? If you have not taken your first dose of this medication, please skip to the next question.__Date",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication__other__missed_dose,Did you ever miss any doses or decide not to take the other medication (not previously listed)?__Response,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication__relenza,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply.__Relenza (zanamivir),data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication__relenza__first_dose,"When did you take your first dose of Relenza (zanamivir)? If you have not taken your first dose of this medication, please skip to the next question.__Date",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication__relenza__missed_dose,Did you ever miss any doses or decide not to take Relenza (zanamivir)?__Response,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication__tamiflu,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply.__Tamiflu (oseltamivir),data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication__tamiflu__first_dose,"When did you take your first dose of Tamiflu (oseltamivir)? If you have not taken your first dose of this medication, please skip to the next question.__Date",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication__tamiflu__missed_dose,Did you ever miss any doses or decide not to take Tamiflu (oseltamivir)?__Response,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication__xofluza,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply.__Xofluza (baloxavir marboxil),data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication__xofluza__first_dose,"When did you take your first dose of Xofluza (baloxavir marboxil)? If you have not taken your first dose of this medication, please skip to the next question.__Date",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication__xofluza__missed_dose,Did you ever miss any doses or decide not to take Xofluza (baloxavir marboxil)?__Response,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
medication_name,,medications_data_dictionary_origcopy.csv,RADx-DHT
medications_albuterol,Albuterol,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
medications_anakinra,Anakinra,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
medications_antibiotics,Systemic antibiotics,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
medications_antibodies,SARS-CoV-2 monoclonal antibodies,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
medications_antiplatelets,Antiplatelets/aspirin therapy,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
medications_antiviral,Anti-viral/anti-COVID,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
medications_dexa,Dexamethasone,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
medications_diabetic,Diabetic medications,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
medications_doac,Direct oral anticoagulant (DOAC),RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
medications_enoxaparin,Enoxaparin,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
medications_fludro,Fludrocortison,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
medications_hydro,Hydrocortisone,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
medications_inhaled,Inhaled steroids,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
medications_insulin,Insulin?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
medications_interferon,Interferon,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
