variable_name,description,label,datatype,value_constraints,units,required,unique,CDE,form_name,source_file,source_directory,Digest (variable_name|source_file|source_directory)
32588-symptoms_ill_1,(If applicable) The participant indicates this was a first symptom related to: Any tingling/numbness/swelling in hands or feet,Did you experience this symptom first? Any tingling/numbness/swelling in hands or feet,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,74502cba7316ff406d6e3869230d53cb7de204a9e73cece1495b5d8e2a1d9d416df63d6e207063796a205fa96ae188bc6f7efe9f6c90a8c2f7bb8f9e65c69b24
32589-symptoms_ill_2,(If applicable) The participant indicates this was a first symptom related to: Bluish lips or face,Did you experience this symptom first? Bluish lips or face,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,cd16033433040fbd130f6903141a5aa3ec735d1e7aa9864662e03415763279759784029e24b1d538f0e0e0eafb5a43c63cfd737aef2416c579b456a750c3a106
32590-symptoms_ill_3,(If applicable) The participant indicates this was a first symptom related to: Change in or loss of appetite,Did you experience this symptom first? Change in or loss of appetite,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,79f64c6de2799985ba60af89ce1fb1090e745e1c5f67a3cddcf710542ef47a8eaa2f6ef0c1c737ed24abfcb0827b0904fba1e2b3e175d59d3819287bdf1f91e8
32591-symptoms_ill_4,(If applicable) The participant indicates this was a first symptom related to: Chest pain,Did you experience this symptom first? Chest pain,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,4bca500c8700292dd0ad58d90ca3b2d0a87080c2712bb14777de7dc4c76063944e6338b86b73f5349b182aa4d5112fd1250463cf5351c609c496e60cda2868a7
32592-symptoms_ill_5,(If applicable) The participant indicates this was a first symptom related to: Chills,Did you experience this symptom first? Chills,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,f73321f302391b76ca59200b059ed94f1bdc4a6a93eb6f8593149430d4cee5ba1cb041cc4f09aa86afc35c4d534a5ded62fb1f40cb3bb05a3c7d545a1c9b94d3
32593-symptoms_ill_6,(If applicable) The participant indicates this was a first symptom related to: Cough,Did you experience this symptom first? Cough,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,fb30bd289b6c70467416d8028a983f811b24f56c91b91347e3373e6f7237b4cb5daa21e8924837588c6dcf1feaa7b305bcf666278d83cb08ddd231de0c7e08de
32594-symptoms_ill_7,(If applicable) The participant indicates this was a first symptom related to: Diarrhea,Did you experience this symptom first? Diarrhea,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,dd2686e633274c961f96ce45352e87d43624b3e9650375151d5ded2023d78e4f6f484a76d7a1fa2b1935e2de5f241e31d7af7b9fb0ba8c501630c36fc3fb4f55
32595-symptoms_ill_8,(If applicable) The participant indicates this was a first symptom related to: Difficulty breathing,Did you experience this symptom first? Difficulty breathing,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,f45f4dece0bfa579ade0c0ec6ef47b07036b60dd95cd7b96edb562553950fca14379e9eaa4849bc8183d9d49d2013be171715d09db8e922a314d59251752c4fc
32596-symptoms_ill_9,(If applicable) The participant indicates this was a first symptom related to: Excessive sweating,Did you experience this symptom first? Excessive sweating,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,5cc158978c20acb2760bed4bf33e5aad3efb8a8defb9137f972f17b217f58c0e959c58d3be6adec55bd92e9c31b6ae19acbceb9e6c0cf044c8a83edc664e4b6d
32597-symptoms_ill_10,(If applicable) The participant indicates this was a first symptom related to: Fatigue (more than normal),Did you experience this symptom first? Fatigue (more than normal),categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,c671e2068a80724c7de25ad9810f3abb8ae793b26882a30e2927dc34a4c07a86d26b2e55e7fcf4cc53f114498140266aa7b5b8e0e7250dce8881f6f1105c00f4
32598-symptoms_ill_11,(If applicable) The participant indicates this was a first symptom related to: Fever or feverish feeling,Did you experience this symptom first? Fever or feverish feeling,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,c836bc0d2880401da89075f70c7d052816529e8f186d85373e4f5c560d3650d0f93c7fe6b3349611e83382416b010e5ee136f2610926654cd71184697e7b5820
32599-symptoms_ill_12,(If applicable) The participant indicates this was a first symptom related to: Headaches,Did you experience this symptom first? Headaches,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,383a94eeae867328274d5aa8950a71b0511564ca0cc571b07a6e669019a918f735211ec29fe0a95ce0df7ecddfc9c8d83c55a26e4d70f212b763c4abc6d62a70
32600-symptoms_ill_13,(If applicable) The participant indicates this was a first symptom related to: Joint or any other unexplained pain,Did you experience this symptom first? Joint or any other unexplained pain,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,6aba3af426209aa7d6061324bb92756075a514645397c6b6984b438b9b50003bdcbc054af558e202c6be08beb0b52ceeb5b54036e2b034537255b43fa37a97e9
32601-symptoms_ill_14,(If applicable) The participant indicates this was a first symptom related to: Loss of balance,Did you experience this symptom first? Loss of balance,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,bb778d3242fa214efc62b8b5a52031f02aa7d242df3f7579240aebe6d2803d3cbf438c25e6d53af40610cf261d059efcfea371608871dc33fe8b18f571080c94
32602-symptoms_ill_15,(If applicable) The participant indicates this was a first symptom related to: Loss of taste,Did you experience this symptom first? Loss of taste,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,410954f6b6c0cbca0eb4e61f9080740eef2f60db6e3c46cb150e51bd170d13d832e9ba63e92b04cda0d6a425e4a44353d0eb381702efceb241cc2af53a58b5b4
32603-symptoms_ill_16,(If applicable) The participant indicates this was a first symptom related to: Loss of smell,Did you experience this symptom first? Loss of smell,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,9d8935cf91892f3e62838197fa7f0f22e13cc69ae62f57be2b7361144da9c1aebe7dbcb6662791cec2011ce481921b1921b5f965c2abb27ceb0a73af1143f13b
32604-symptoms_ill_17,(If applicable) The participant indicates this was a first symptom related to: Muscle aches (not due to exercise),Did you experience this symptom first? Muscle aches (not due to exercise),categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,77830a646f1345d3efc5a55c28cec3d8f4d7745cfec3004340caac4d86866681fc3ad79c50e56d5671521804144bd512bd235e4e84f007d2dd2b2974efd8dd7f
32605-symptoms_ill_18,(If applicable) The participant indicates this was a first symptom related to: New confusion,Did you experience this symptom first? New confusion,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,49e539eb739345cf3a61f42a2be7ddbb05e9678882e04288bc3697356b620285516bac23ae6db1e8d4980f01535a277272d7895531b9c0b9926ba94316e23d1c
32606-symptoms_ill_19,(If applicable) The participant indicates this was a first symptom related to: Pinkeye or Conjunctivitis,Did you experience this symptom first? Pinkeye or Conjunctivitis,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,1b3152fe6b07dc6a831ae60ddb69c6e26c194a12a185d4f9d4afa74a021335f7d72f3d32ae7affdefe8e02b71b1d4707d678ac98652b22f4ef89c27c942f5981
32607-symptoms_ill_20,(If applicable) The participant indicates this was a first symptom related to: Red or purple rash or lesions on your toes,Did you experience this symptom first? Red or purple rash or lesions on your toes,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,e9248e8effa06308b7e1f54c5e94d8fa5f2f4cb0e21b8f05e5aacb3550585502f226a53a4aa4842aea149882b2216f3ae38c2b0b9e41a3dac7afeead1d20202d
32608-symptoms_ill_21,(If applicable) The participant indicates this was a first symptom related to: Runny nose,Did you experience this symptom first? Runny nose,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,1a29b268935eb6d337e213f1b8f5be7ff586f749e0b42656a25ca5b4804b0d78caf0df25cfb5b9995e1df612b6a322dea42913ff40a5a1038cf3da745f3736c0
32609-symptoms_ill_22,(If applicable) The participant indicates this was a first symptom related to: Seizures,Did you experience this symptom first? Seizures,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,80800c5abf7c008bddde07d7cc6f69a1c9ae2da1cbacfa542a5ecdd061e536951a91ff4a5ee31976bdb63fafc7ae289999bd1becee6be4a3ac1d542b41b0af35
32610-symptoms_ill_23,(If applicable) The participant indicates this was a first symptom related to: Shortness of breath,Did you experience this symptom first? Shortness of breath,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,8f37ef1beadbfead6d24a2114bb5ad0c1d33a70823aa79b546b35f150d17bb3e165343b1dd966fc379d2fd3ce795fee48d1551f3b8bd6df9735dc0b6c203d35b
32611-symptoms_ill_24,(If applicable) The participant indicates this was a first symptom related to: Slurred speech,Did you experience this symptom first? Slurred speech,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,a6cd47063c58b613609a1ac8a254fcf787ae287cc5c29707d446f41b3fcf102defe3938d4830419e1cf0bbe7e7bd1bcca92c5af7aa21269b81663076b08f7d90
32612-symptoms_ill_25,(If applicable) The participant indicates this was a first symptom related to: Sore throat,Did you experience this symptom first? Sore throat,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,c548e374724c1eb4d536d4893cd345bac96e14a1240faef93056f288ed14b9dfd6739cf2eb7d5e900788836be40f10251df27f6c81a52543f1437222e55ec87c
32613-symptoms_ill_26,(If applicable) The participant indicates this was a first symptom related to: Stomach or abdominal pain,Did you experience this symptom first? Stomach or abdominal pain,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,77626006f60360cf054f2924b56a354506a17ad09095d61b426f54cf43ffc8f3c75832ea5a4749f9752ce6bda86991d0e29324fff9f9e5166c0d2c37afb46012
32614-symptoms_ill_27,(If applicable) The participant indicates this was a first symptom related to: Unexplained rashes anywhere else,Did you experience this symptom first? Unexplained rashes anywhere else,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,436f61a5f13348c8a72125c33a542d9ac6aa249e647ecdfac7142c7dc055b497e1a4cc37d7803fadbb6755b5c5f46b851b2b4687b86334560b2625b92c91bf73
32615-symptoms_ill_28,(If applicable) The participant indicates this was a first symptom related to: Unusual shivering or shaking,Did you experience this symptom first? Unusual shivering or shaking,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,3433660d84b7f7a3081cd64ca1d6f3b14bfcf727c4d2e67d2d77ed38b9c86ae5468f753cb03ef196833faf3e1936484f057f0c583e3a8f1cb6a8e67660074911
32616-symptoms_ill_29,(If applicable) The participant indicates this was a first symptom related to: Nausea or vomiting,Did you experience this symptom first? Nausea or vomiting,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,6e4dfdecd882d2de872394d41244788f28929a4a7f1a466edb19ff913ad734ac6d80e3dd15c69e6dc362f6b33b83fa7b02065289d04b288ccb70285ecc925a27
32617-symptoms_ill_30,(If applicable) The participant indicates this was a first symptom related to: Wheezing,Did you experience this symptom first? Wheezing,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,1dfa9e3d403f470e3a8275fdf4a9ee592f5c04d847fdeafb020c5392a22a8ea1f92630404454a34413c7fd021e7591e83068d1512b367b1eca64db9f8ae79a5f
32618-symptoms_ill_999,Participant declines to provide details on first symptoms,Select this if you are not willing to share your first symptoms,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,8c622d69fafc87c763299e165b4a10a58c14778245d632ac0f1463ce00600a8fbd96a15c4591d83ea2fa26f4c556bc4533e0b140209e7b3bbb2c033357f7f88c
33473-_symptom_success,"System generated variable, not required",,text,,,false,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,2632bc8a9c93c88125f5a4537ea1a0df388ac6108d48294d2758d6cb9d5516140f95b4848033564dad48b5aac0bde191c32172fe3139c8d6ab6b5df6c7a3bc5e
32011-symptom_startdate_deid,Number of days from day of Consent when Participant started exhibiting COVID symptoms,What was the date that your symptoms first started?,integer,De-identified Value in Days,days,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,4e652f5beefda73ffe2242a2b4297d3d589594fc8b382e7aea009c1b8baf0a1c80ab42261663a4ed22990e3486da14f2ab90fffa29226e546b47f0ea01542b63
30165-prev_diag,Previously recovered from COVID in last 90 days,Have you recovered from COVID-19 in the last 90 days?,categorical,"1, No; 2, Yes; 999, Prefer not to answer",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,7c7695341e395f5b969ff296708e4ebdaf00bb6d8df97a7b7e8ed2dfd9aae6a047c6a5e1c0a7a044446414b96f801918815379c905c96c0236b2323d80387105
30166-prev_exposure-1,"In the last 14 days, the participant lived with, or was exposed to, someone diagnosed with COVID-19 or the flu; No","In the last 14 days, did you live with, or have you been exposed to, someone diagnosed with COVID-19 or the flu? No",categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,4528aa49412026ce0e2ab37e4cb72b7fe2050e30fd7a91d6a164acf8c5cfa65495f4c97c7eb8a4697023cf17e410186049b7c01d2e3a69299760f1633940844d
30166-prev_exposure-2,"In the last 14 days, the participant lived with, or was exposed to, someone diagnosed with COVID-19 or the flu; Yes, with COVID-19; ","In the last 14 days, did you live with, or have you been exposed to, someone diagnosed with COVID-19 or the flu? Yes, with COVID-19; ",categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,2cd071a7ff33e651bdec447aa1276c24cd0e249f090c9ca6cc75f0df08defdf70e394f5f8aaad37d6dbdcb5dd486de0c56f382d1ab2c31d493d4e226e66b744b
30166-prev_exposure-3,"In the last 14 days, the participant lived with, or was exposed to, someone diagnosed with COVID-19 or the flu; Yes, with flu","In the last 14 days, did you live with, or have you been exposed to, someone diagnosed with COVID-19 or the flu? Yes, with flu",categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,db3069259e3f2bb5d05d1826efc4d796c02039f8879b427f463f99192b70eff5b6cc1d04f87fc3fea740f18f7758faad7f72916a311fa8d5df474bc55c6515e1
30166-prev_exposure-999,"In the last 14 days, the participant lived with, or was exposed to, someone diagnosed with COVID-19 or the flu; Prefer not to answer","In the last 14 days, did you live with, or have you been exposed to, someone diagnosed with COVID-19 or the flu? Prefer not to answer",categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,89da6a7a21488f60d3b893297b16e6a96744d02b10c6adf4f8d155e7f2dbb0466386ee2538752bdfa2e2092bf07bffcc09e533e2b4b15a686be0f22168cd4a3d
30167-mask,Mask usage status,"In the last 14 days, did you regularly wear a mask indoors, when you were not at home? 
 
This includes work/office, social gatherings, house of worship, medical facility, school, restaurants/bars, sports/recreation or any public transportation such as airlines, or ride sharing situations.",categorical,"1, No, not at all; 2, Sometimes; 3, Yes, always; 999, Prefer not to answer",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,e58adca8268637622cdde199ef6be0c7d552e8430e3abcbf182fd615da995845ed8cab1a89ca71a55a5d016177dde1465cab9de4df2437b75a39a3e1a4f3c784
30168-distance,Social distancing compliance status,"In the last 14 days, did you maintain social distancing from other people who are not from your household in both indoor and outdoor spaces? 
 
This means a safe distance (at least 6 feet) from others.",categorical,"1, No, not at all; 2, Sometimes; 3, Yes, always; 999, Prefer not to answer",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,6088c0782ca248c3ef587127cdb1c7beb94781a1a2782a4d0d3b41288acdd99217953a1214be54453f713c155927a2f0734059b6123d1707bc6621eb1a02a03b
30169-food_poison,Food poisining status in last 14 days,"In the last 14 days, did you eat or drink anything that may have given you food poisoning?",categorical,"1, No; 2, Yes; 999, Prefer not to answer",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,ff479173f9a17b4e3e60c1574a85f8c7ddbe0cc551fb978f9f03994da77e7ec6333c61e84e9f64a567525572fbd72f80bb03e2bbf9ec1bbec6aae7ce374c668b
30170-flu_shot,Flu vaccine status,Did you receive a flu shot/vaccine this season?,categorical,"1, No; 2, Yes; 999, Prefer not to answer",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,da072698aca42aabdfab19af516e119a246fa9fc96a1c2c0c1b9cc18ade1a78d25d7cf6f2190726eb3d4e5bd464da33b02ae12ba8ac1808cefecc190b30dfef6
30171-covid_vaccine,COVID vaccine status,Did you receive a vaccine for COVID-19?,categorical,"1, No; 2, Yes, both doses of a two-dose vaccine; 3, Yes, only the 1st dose of a two-dose vaccine; 4, Yes, one dose of a one-dose vaccine; 999, Prefer not to answer",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,852f4ec354bf8667acca164805a9d4cab6e419374fc028d85029fd0b109508622f17159f0ece1c41686fd697877c797ccd0b571b0fafbf2a0c7fbe88e00a9171
30172-covid_vaccine_type,2-dose type vaccine received,Please specify the type of vaccine received:,categorical,"1, Pfizer/BioNTech; 2, Moderna; 3, Other; 999, Prefer not to answer",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,abb17101554c3168ee184c94f9d9c6a5852f3b64dea399e46b61e6b3bc299ddda52be623e9af121418a94f3e6b6f1c9e03e69f5059ed303aa27cd984d3b01ce6
32012-covid_2dose_specify,Other 2-dose vaccine specified,"Other 2-dose vaccine, please specify:",text,,,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,4f47f7f83d4ce5585e08a320f737b7750b3af12482da0dc366ce1c9849c75224b384a277684a2a9499782245468a2ce257617d376a2379adc80e6d9d0fda631b
30175-covid_vaccine_type_2,1-dose type vaccine recevied,Please specify the type of vaccine received:,categorical,"1, Johnson and Johnson (J&J); 2, Other; 999, Prefer not to answer",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,7ff209c9d76a8c24782ba2e529a13da773219f846fffc2a68ab226f41aa46e2259fa09d4793f325fef29053e8f72d302b7c8307f40e9d95e90a0f47f327af2c8
32013-covid_1dose_specify,Other 1-dose vaccine specified,"Other 1-dose, please specify:",text,,,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,2d3cfb661fd509df1b231ec02688d4bc75aa5d2813079877d93f8e91425dd44a09db9d45445a3eb480366812b8f114bc09a44098f2a52e8a8f316c27e17624ad
32014-covid_vaccine_date_deid,Number of days from day of Consent when Participant received a first vaccine,What was the date that you received your first COVID vaccine?,integer,De-identified Value in Days,days,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,bcf2bc2941694297823e470179829d44c2f58c0e589b8fc9bff4ccde21b48a299c92d2e3df318f57b65a3018bc8c5b371603204be847f862374934c79d080d58
32015-covid_vaccine2_date_deid,Number of days from day of Consent when Participant received a second vaccine,What was the date that you received your second COVID vaccine?,integer,De-identified Value in Days,days,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,c1fa7269e6f154206589a35ef12788b449be09b02e3b97cfbccde0bed7e685c6cab069995d0f9db86900de06c8bf6f73de0701fc0dd33876af0cf66b880cdd10
30182-travel,Travel in last 14 days Domestically (outside of virginia),"In the last 14 days, did you travel to any states outside of Virginia?",categorical,"1, No; 2, Yes; 999, Prefer not to answer",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,cd5ea7538d46f2c7b115fc48f3db2256dd9d1bec5c20cc4b8a4859f77472494e03b0de44fca273a7829adab90f34981cfc3c64bd2c27afcfc4dba1a63baa7010
30183-states_specify-3,Participant traveled in the last 14 days to the following: Arizona,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Arizona,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,1bb8fdb080aef7119c2c34966fcd9eae9025bfb4f15a163c8a13f3ebff41ef8eb439dd8f9912ea2e636e11501a0318fbebd7673a57cedaaa16b28797fad23ee8
30183-states_specify-6,Participant traveled in the last 14 days to the following: Colorado,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Colorado,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,fee1c933d4dbd50cc6eef6309e2159d310a08fc0a04aea1d72b79553b14ade60c2e13d82ed032e4b521244bd9152a595166f19bd7b48e2bf82dd23beb43804c5
30183-states_specify-9,Participant traveled in the last 14 days to the following: District of Columbia,Please specify which states you traveled to (outside of Virginia) in the last 14 days: District of Columbia,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,5dc071d7768ad4f6a1a2e67b54f00671940b785641a3441e5e5c2dfcb45bc11b641c443015f2368cae33fe3817041e4a89601eccfa338142f6ea6a25126b28ed
30183-states_specify-10,Participant traveled in the last 14 days to the following: Florida,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Florida,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,95a4245a0b1dc391a659234ff26be6dc773b9e6754f1784378041e15b545920cb6b044865ca5862238929b5f44b14bdb1f42063ee542c2ac576a8ad57c76a411
30183-states_specify-11,Participant traveled in the last 14 days to the following: Georgia,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Georgia,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,92acbe393e810dc054f5932ed468b5fb0b846ccab235eb3116637411726eb0f1afaa009288b85231e9cb431b722c4b9ff7758de0d6f11ef3ad38ad352c907f63
30183-states_specify-14,Participant traveled in the last 14 days to the following: Illinois,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Illinois,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,ee39b577a9a32d0d64413d9022aaef331a15501bd8fd6ff24eb2cc1a5ec8773c17886b78e50c72fa5fe2eecec59dcecd65e4e4313352b66503bec500f47552a9
