Id,form_name,Section,ui,Label,Enumeration,Notes,pattern,min,max,branching_logic,required,source_file,source_directory
chest ct date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
chest ct results,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
chest ct findings (choice=focal infiltrate),,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
chest ct findings (choice=pleural effusion or empyema),,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
chest ct findings (choice=pulmonary embolism),,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
chest ct findings (choice=ards),,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
chest ct findings (choice=diffuse infiltrate),,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
cardiac mri,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
cardiac mri results,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
cardiac mri findings (copy and paste impressions),,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
echocardiogram,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
echocardiogram date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
echocardiogram results,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
echocardiogram findings (choice=decreased myocardial function),,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
echocardiogram findings (choice=coronary abnormality),,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
echocardiogram findings (choice=pericarditis/pericardial effusion),,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
echocardiogram findings (choice=valvular disease),,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
electrocardiogram (ecg/ekg),,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
ekg date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
ekg results,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
ekg findings,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
was other imaging performed?,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
how many other imaging methods?,,Health Status,dropdown,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other imaging method #1,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other imaging method #1: results,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other imaging method #2,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other imaging method #2: results,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other imaging method #3,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other imaging method #3: results,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other imaging method #4,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other imaging method #4: results,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other imaging method #5,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other imaging method #5: results,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
methylprednisolone,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
methylprednisolone start date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
methylprednisolone end date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
methylprednisolone dose,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other dose,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
hydrocortisone,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
hydrocortisone start date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
hydrocortisone end date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
hydrocortisone dose,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other dose,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
number of days,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
oral prednisone (upon discharge),,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
oral prednisone (upon discharge) start date,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
oral prednisone (upon discharge) end date,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
number of days,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
prednisolone (upon discharge),,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
prednisolone (upon discharge) start date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
prednisolone (upon discharge) end date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
number of days,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
dexamethasone,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
dexamethasone start date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
dexamethasone end date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
dexamethasone peak dose,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
number of days,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
infliximab,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
infliximab dose,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other dose,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
remdesivir,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
remdesivir start date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
remdesivir end date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
remdesivir dose,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
units,,Health Status,dropdown,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
frequency,,Health Status,dropdown,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other frequency,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
tocilizumab,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
tocilizumab start date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
tocilizumab end date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
tocilizumab dose,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
units4,,Health Status,dropdown,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
frequency,,Health Status,dropdown,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other frequency,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
baricitinib,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
start date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
end date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
baricitinib dose,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
units6,,Health Status,dropdown,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
frequency,,Health Status,dropdown,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other frequency,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
aspirin,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
aspirin start date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
aspirin end date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
aspirin dose,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
units7,,Health Status,dropdown,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
frequency,,Health Status,dropdown,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other frequency,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
anakinra,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
anakinra start date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
anakinra end date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
anakinra dose,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other dose,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
hydroxychloroquine,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
hydroxychloroquine start date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
hydroxychloroquine end date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
hydroxychloroquine dose,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
units9,,Health Status,dropdown,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
frequency,,Health Status,dropdown,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other frequency,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
monoclonal antibodies,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
monoclonal antibodies type,,Health Status,dropdown,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
name of other monoclonal antibodies,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
start date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
end date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
ivig (intravenous immune globulin),,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
how many doses of ivig were administered?,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
convalescent plasma,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
how many doses of convalescent plasma were administered?,,Health Status,dropdown,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
convalescent plasma dose #1 date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
convalescent plasma dose #2 date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
convalescent plasma dose #3 date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
convalescent plasma dose #4 date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
convalescent plasma dose #5 date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
convalescent plasma dose #6 date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
anticoagulation,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
anticoagulation type,,Health Status,dropdown,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
name of other anticoagulation,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other anticoagulation start date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other anticoagulation end date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
anticoagulation dose,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
units10,,Health Status,dropdown,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
frequency,,Health Status,dropdown,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other frequency,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
how many other treatments?,,Health Status,dropdown,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other treatment #1,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other treatment #2,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other treatment #3,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other treatment #4,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other treatment #5,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other treatment #6,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other treatment #7,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other treatment #8,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other treatment #9,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other treatment #10,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
vasopressor use,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
pressors (duration and type),,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
respiratory support,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
overall duration of oxygen support (days),,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
type of oxygen support (choice=nasal cannula),,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
type of oxygen support (choice=face mask),,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
type of oxygen support (choice=high-flow nasal cannula),,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
type of oxygen support (choice=bipap),,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
type of oxygen support (choice=mechanical ventilation),,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
type of oxygen support (choice=ecmo),,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
type of oxygen support (choice=cpap),,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
duration of mechanical oxygen support (days),,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
peak fi02,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
peak peep,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
low-flow o2,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
high-flow o2,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
non-invasive ventilation,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
mechanical ventilation,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
ecmo,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
ecmo start date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
ecmo end date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
dialysis,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
dialysis start date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
dialysis end date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
antiplatelet,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
antiplatelet start date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
antiplatelet end date,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
antiplatelet dose,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
units11,,Health Status,dropdown,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
frequency,,Health Status,dropdown,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other frequency,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
hospitalization,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
"reason for hospitalization? (if patient had covid-19, but it was found incidentally after they were hospitalized for a car accident, the answer here would be other) (choice=covid-19)",,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
"reason for hospitalization? (if patient had covid-19, but it was found incidentally after they were hospitalized for a car accident, the answer here would be other) (choice=misc)",,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
"reason for hospitalization? (if patient had covid-19, but it was found incidentally after they were hospitalized for a car accident, the answer here would be other) (choice=other)",,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
"reason for hospitalization? (if patient had covid-19, but it was found incidentally after they were hospitalized for a car accident, the answer here would be other) (choice=unknown)",,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other reason for hospitalization,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
"hospitalization: date of onset (if a transfer, enter first date)",,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
hospitalization: date resolved,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
icu stay,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
"was the icu stay consistent (ex. in 1/1, out 1/10), or inconsistent (ex. in 1/1, out 1/2 but still hospitalized, in again 1/5, out again 1/10)?",,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
icu: date of onset,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
icu: date resolved,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
amount of total days spent in the icu?,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
"other complications (includes during hospitalization, up to 3 months post-discharge) (choice=myocarditis / cardiac dysfunction)",,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
"other complications (includes during hospitalization, up to 3 months post-discharge) (choice=pulmonary embolus)",,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
"other complications (includes during hospitalization, up to 3 months post-discharge) (choice=stroke)",,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
"other complications (includes during hospitalization, up to 3 months post-discharge) (choice=encephalitis)",,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
"other complications (includes during hospitalization, up to 3 months post-discharge) (choice=dialysis)",,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
"other complications (includes during hospitalization, up to 3 months post-discharge) (choice=other)",,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
"other complications (includes during hospitalization, up to 3 months post-discharge) (choice=none)",,Health Status,checkbox,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
complication(s) notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
how many other complications?,,Health Status,dropdown,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other complication #1,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other complication #2,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other complication #3,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other complication #4,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other complication #5,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
death,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
date of death,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
was death due to covid?,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
icu: date resolved,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
