datatype,variable_name,description,value_constraints
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__SHORTNESS_OF_BREATH_OR_DIFFICULTY_BREATHING__5_DAYS_AGO,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Shortness of breath or difficulty breathing | 5 days ago","[""""5_days_ago""""]"
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__SHORTNESS_OF_BREATH_OR_DIFFICULTY_BREATHING__6_DAYS_AGO,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Shortness of breath or difficulty breathing | 6 days ago","[""""6_days_ago""""]"
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__CHEST_PAIN_OR_PRESSURE_OR_CHEST_DISCOMFORT__TODAY,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Chest pain or pressure or chest discomfort | Today","[""""today""""]"
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__CHEST_PAIN_OR_PRESSURE_OR_CHEST_DISCOMFORT__YESTERDAY,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Chest pain or pressure or chest discomfort | Yesterday","[""""yesterday""""]"
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__CHEST_PAIN_OR_PRESSURE_OR_CHEST_DISCOMFORT__2_DAYS_AGO,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Chest pain or pressure or chest discomfort | 2 days ago","[""""2_days_ago""""]"
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__CHEST_PAIN_OR_PRESSURE_OR_CHEST_DISCOMFORT__3_DAYS_AGO,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Chest pain or pressure or chest discomfort | 3 days ago","[""""3_days_ago""""]"
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__CHEST_PAIN_OR_PRESSURE_OR_CHEST_DISCOMFORT__4_DAYS_AGO,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Chest pain or pressure or chest discomfort | 4 days ago","[""""4_days_ago""""]"
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__CHEST_PAIN_OR_PRESSURE_OR_CHEST_DISCOMFORT__5_DAYS_AGO,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Chest pain or pressure or chest discomfort | 5 days ago","[""""5_days_ago""""]"
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__CHEST_PAIN_OR_PRESSURE_OR_CHEST_DISCOMFORT__6_DAYS_AGO,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Chest pain or pressure or chest discomfort | 6 days ago","[""""6_days_ago""""]"
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__NEW_LOSS_OF_SENSE_OF_SMELL_OR_TASTE__TODAY,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | New loss of?sense of smell or taste | Today","[""""today""""]"
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__NEW_LOSS_OF_SENSE_OF_SMELL_OR_TASTE__YESTERDAY,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | New loss of?sense of smell or taste | Yesterday","[""""yesterday""""]"
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__NEW_LOSS_OF_SENSE_OF_SMELL_OR_TASTE__2_DAYS_AGO,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | New loss of?sense of smell or taste | 2 days ago","[""""2_days_ago""""]"
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__NEW_LOSS_OF_SENSE_OF_SMELL_OR_TASTE__3_DAYS_AGO,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | New loss of?sense of smell or taste | 3 days ago","[""""3_days_ago""""]"
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__NEW_LOSS_OF_SENSE_OF_SMELL_OR_TASTE__4_DAYS_AGO,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | New loss of?sense of smell or taste | 4 days ago","[""""4_days_ago""""]"
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__NEW_LOSS_OF_SENSE_OF_SMELL_OR_TASTE__5_DAYS_AGO,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | New loss of?sense of smell or taste | 5 days ago","[""""5_days_ago""""]"
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__NEW_LOSS_OF_SENSE_OF_SMELL_OR_TASTE__6_DAYS_AGO,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | New loss of?sense of smell or taste | 6 days ago","[""""6_days_ago""""]"
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__INSERT_TEXT_FROM_OTHER__TODAY,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | Today","[""""today""""]"
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__INSERT_TEXT_FROM_OTHER__YESTERDAY,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | Yesterday","[""""yesterday""""]"
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__INSERT_TEXT_FROM_OTHER__2_DAYS_AGO,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | 2 days ago","[""""2_days_ago""""]"
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__INSERT_TEXT_FROM_OTHER__3_DAYS_AGO,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | 3 days ago","[""""3_days_ago""""]"
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__INSERT_TEXT_FROM_OTHER__4_DAYS_AGO,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | 4 days ago","[""""4_days_ago""""]"
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__INSERT_TEXT_FROM_OTHER__5_DAYS_AGO,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | 5 days ago","[""""5_days_ago""""]"
TEXT,WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS3__INSERT_TEXT_FROM_OTHER__6_DAYS_AGO,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | 6 days ago","[""""6_days_ago""""]"
TEXT,OVER_THE_LAST_7_DAYS_ON_WHAT_DAY_DID_YOU_FEEL_THE_WORST,"Thinking about your flu-like or coronavirus-like symptoms over the last 7 days, on what day did you feel the <span style=""text-decoration: underline;"">worst</span>?","[""yesterday"",""today"",""2_days_ago"",""3_days_ago"",""6_days_ago"",""4_days_ago"",""5_days_ago""]"
TEXT,DID_YOU_SEEK_MEDICAL_HELP_FROM_A_HEALTHCARE_PROVIDER_TESTING_FACILITY_OR_HEALTHCARE_FACILITY,"Did you seek medical help from a healthcare provider, testing facility, or healthcare facility (like a hospital) <span style=""text-decoration: underline;"">as a result of your flu-like or coronavirus-like symptoms?</span>","[""yes"",""no""]"
TEXT,WHERE_DID_YOU_SEEK_CARE_FROM_A_HEALTHCARE_PROVIDER__PRIMARY_CARE_CLINIC_E_G_FAMILY_MEDICINE_INTERNAL_MEDICINE,"Where did you seek care from a <span style=""text-decoration: underline;"">healthcare provider</span>? Please select all that apply. | Primary care clinic (e.g. family medicine, internal medicine)","[""""primary_care_clinic_e_g_family_medicine_internal_medicine""""]"
TEXT,WHERE_DID_YOU_SEEK_CARE_FROM_A_HEALTHCARE_PROVIDER__URGENT_CARE_FACILITY,"Where did you seek care from a <span style=""""text-decoration: underline;"""">healthcare provider</span>? Please select all that apply. | Urgent care facility","[""""urgent_care_facility""""]"
TEXT,WHERE_DID_YOU_SEEK_CARE_FROM_A_HEALTHCARE_PROVIDER__EMERGENCY_ROOM_ER,"Where did you seek care from a <span style=""""text-decoration: underline;"""">healthcare provider</span>? Please select all that apply. | Emergency room (ER)","[""""emergency_room_er""""]"
TEXT,WHERE_DID_YOU_SEEK_CARE_FROM_A_HEALTHCARE_PROVIDER__EAR_NOSE_AND_THROAT_ENT_OTOLARYNGOLOGY_CLINIC,"Where did you seek care from a <span style=""text-decoration: underline;"">healthcare provider</span>? Please select all that apply. | Ear, nose, and throat (ENT-otolaryngology) clinic","[""""ear_nose_and_throat_ent_otolaryngology_clinic""""]"
TEXT,WHERE_DID_YOU_SEEK_CARE_FROM_A_HEALTHCARE_PROVIDER__INFECTIOUS_DISEASE_CLINIC,"Where did you seek care from a <span style=""""text-decoration: underline;"""">healthcare provider</span>? Please select all that apply. | Infectious disease clinic","[""""infectious_disease_clinic""""]"
TEXT,WHERE_DID_YOU_SEEK_CARE_FROM_A_HEALTHCARE_PROVIDER__TELEMEDICINE_E_G_VIDEO_CALL_EMAIL,"Where did you seek care from a <span style=""text-decoration: underline;"">healthcare provider</span>? Please select all that apply. | Telemedicine (e.g., video call, email)","[""""telemedicine_e_g_video_call_email""""]"
TEXT,WHERE_DID_YOU_SEEK_CARE_FROM_A_HEALTHCARE_PROVIDER__A_DRIVE_THROUGH_OR_WALK_IN_TESTING_FACILITY,"Where did you seek care from a <span style=""""text-decoration: underline;"""">healthcare provider</span>? Please select all that apply. | A drive through or walk-in testing facility","[""""a_drive_through_or_walk_in_testing_facility""""]"
TEXT,WHERE_DID_YOU_SEEK_CARE_FROM_A_HEALTHCARE_PROVIDER__OTHER,"Where did you seek care from a <span style=""""text-decoration: underline;"""">healthcare provider</span>? Please select all that apply. | Other",
TEXT,DID_YOU_COMPLETE_A_DIAGNOSTIC_TEST_EITHER_BY_A_HEALTHCARE_PROVIDER_OR_USING_AN_AT_HOME_TESTING_KIT,"Did you complete a diagnostic test, either by a healthcare provider or using an at-home testing kit?","[""yes"",""no""]"
TEXT,WHAT_KIND_OF_DIAGNOSTIC_TEST_DID_YOU_RECEIVE_OR_COMPLETE_AT_HOME,What kind of diagnostic test did you receive or complete at home?,"[""nasal_swab_in_the_nose"",""throat_swab"",""a_saliva_sample_spit_in_a_tube"",""i_don_t_know_i_can_t_remember""]"
TEXT,WHAT_KIND_OF_DIAGNOSTIC_TEST_DID_YOU_RECEIVE_OR_COMPLETE_AT_HOME__OTHER,What kind of diagnostic test did you receive or complete at home? | Other,
TEXT,DID_YOU_RECEIVE_A_DIAGNOSIS_OF_FLU_OR_CORONAVIRUS_POSITIVE_OR_NEGATIVE_ONLY_BASED_UPON_YOUR_SYMPTOMS_NO_DIAGNOSTIC_TEST_WAS_DONE,"Did you receive a diagnosis of flu or coronavirus (positive or negative) <span style=""""text-decoration: underline;"""">only based upon your symptoms (no diagnostic test was done)</span>?","[""i_don_t_know_i_can_t_remember"",""yes"",""no""]"
TEXT,DID_THE_HEALTHCARE_PROVIDER_OR_A_DIAGNOSTIC_TEST_YOU_GAVE_TO_YOURSELF_DIAGNOSE_YOU_AS_HAVING_THE_FLU_OR_CORONAVIRUS_ALSO_KNOWN_AS_COVID_19,"Did the <span style=""text-decoration: underline;"">healthcare provider</span> or a <span style=""text-decoration: underline;"">diagnostic test you gave to yourself</span> diagnose you as having the flu or coronavirus (also known as COVID-19)?<br><br><em>If you completed an at-home test and received a positive diagnosis, please answer ?Yes? for the appropriate diagnosis here.</em>","[""i_am_waiting_for_my_diagnosis"",""yes_i_was_diagnosed_with_the_coronavirus_covid_19"",""no_i_was_told_i_was_negative_for_the_flu_and_the_coronavirus_covid_19"",""i_don_t_know_i_can_t_remember"",""yes_i_was_diagnosed_with_the_flu"",""yes_i_was_diagnosed_with_both_the_flu_and_the_coronavirus_covid_19""]"
TEXT,WERE_YOU_HOSPITALIZED_AS_A_CONSEQUENCE_OF_THIS_FLU_LIKE_OR_CORONAVIRUS_LIKE_ILLNESS,"Were you hospitalized as a consequence of this <span style=""text-decoration: underline;"">flu-like or coronavirus-like illness?<br></span><em><br>Hospitalization is when you leave the emergency room (ER) and are admitted to the inpatient hospital based on a doctor?s order. Even if you stayed overnight in the ER, this is not considered a hospitalization.</em><span style=""text-decoration: underline;""><br></span>","[""yes"",""no""]"
TEXT,WHILE_YOU_WERE_HOSPITALIZED_FOR_YOUR_FLU_LIKE_OR_CORONAVIRUS_LIKE_ILLNESS_DID_YOU_RECEIVE_ANY_OF_THE_FOLLOWING_MEDICATIONS__NO_I_DID_NOT_RECEIVE_ANY_OF_THESE_MEDICATIONS,"While you were hospitalized for your flu-like or coronavirus-like illness, did you receive any of the following medications? | No, I did not receive any of these medications","[""""no_i_did_not_receive_any_of_these_medications""""]"
TEXT,WHILE_YOU_WERE_HOSPITALIZED_FOR_YOUR_FLU_LIKE_OR_CORONAVIRUS_LIKE_ILLNESS_DID_YOU_RECEIVE_ANY_OF_THE_FOLLOWING_MEDICATIONS__REMDESIVIR,"While you were hospitalized for your flu-like or coronavirus-like illness, did you receive any of the following medications? | Remdesivir","[""""remdesivir""""]"
TEXT,WHILE_YOU_WERE_HOSPITALIZED_FOR_YOUR_FLU_LIKE_OR_CORONAVIRUS_LIKE_ILLNESS_DID_YOU_RECEIVE_ANY_OF_THE_FOLLOWING_MEDICATIONS__DEXAMETHASONE,"While you were hospitalized for your flu-like or coronavirus-like illness, did you receive any of the following medications? | Dexamethasone","[""""dexamethasone""""]"
TEXT,WHILE_YOU_WERE_HOSPITALIZED_FOR_YOUR_FLU_LIKE_OR_CORONAVIRUS_LIKE_ILLNESS_DID_YOU_RECEIVE_ANY_OF_THE_FOLLOWING_MEDICATIONS__CONVALESCENT_PLASMA_PLASMA_FROM_SOMEONE_WHO_HAS_RECOVERED_FROM_CORONAVIRUS,"While you were hospitalized for your flu-like or coronavirus-like illness, did you receive any of the following medications? | Convalescent plasma (plasma from someone who has recovered from coronavirus)","[""""convalescent_plasma_plasma_from_someone_who_has_recovered_from_coronavirus""""]"
TEXT,WHILE_YOU_WERE_HOSPITALIZED_FOR_YOUR_FLU_LIKE_OR_CORONAVIRUS_LIKE_ILLNESS_DID_YOU_RECEIVE_ANY_OF_THE_FOLLOWING_MEDICATIONS__HYDROXYCHLOROQUINE,"While you were hospitalized for your flu-like or coronavirus-like illness, did you receive any of the following medications? | Hydroxychloroquine","[""""hydroxychloroquine""""]"
TEXT,DID_A_HEALTHCARE_PROVIDER_RECOMMEND_THAT_YOU_SELF_QUARANTINE_OR_ISOLATE_STAY_IN_YOUR_HOME_APARTMENT_OR_ROOM_WITHOUT_LEAVING,"Did a healthcare provider recommend that you self-quarantine or isolate (stay in your home, apartment, or room without leaving)?","[""no"",""yes"",""i_don_t_know_i_can_t_remember""]"
TEXT,DID_A_HEALTHCARE_PROVIDER_WRITE_YOU_A_PRESCRIPTION_FOR_ANY_MEDICATIONS_TO_TREAT_OR_MANAGE_YOUR_CURRENT_SYMPTOMS,"Did a healthcare provider <span style=""""text-decoration: underline;"""">write you a prescription</span> for any <span style=""""text-decoration: underline;"""">medications</span> to <span style=""""text-decoration: underline;"""">treat or manage</span> your current symptoms?","[""yes"",""no"",""i_don_t_know_i_can_t_remember""]"
TEXT,WHICH_OF_THE_FOLLOWING_MEDICATIONS_WERE_YOU_PRESCRIBED_TO_TREAT_OR_MANAGE_YOUR_SYMPTOMS__XOFLUZA_BALOXAVIR_MARBOXIL,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply. | Xofluza (baloxavir marboxil),"[""""xofluza_baloxavir_marboxil""""]"
TEXT,WHICH_OF_THE_FOLLOWING_MEDICATIONS_WERE_YOU_PRESCRIBED_TO_TREAT_OR_MANAGE_YOUR_SYMPTOMS__TAMIFLU_OSELTAMIVIR,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply. | Tamiflu (oseltamivir),"[""""tamiflu_oseltamivir""""]"
TEXT,WHICH_OF_THE_FOLLOWING_MEDICATIONS_WERE_YOU_PRESCRIBED_TO_TREAT_OR_MANAGE_YOUR_SYMPTOMS__RELENZA_ZANAMIVIR,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply. | Relenza (zanamivir),"[""""relenza_zanamivir""""]"
TEXT,WHICH_OF_THE_FOLLOWING_MEDICATIONS_WERE_YOU_PRESCRIBED_TO_TREAT_OR_MANAGE_YOUR_SYMPTOMS__ANTIBIOTICS,"Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply. | Antibiotics (for example, Z-pak, amoxicillin, Augmentin, doxycycline)","[""""antibiotics""""]"
TEXT,WHICH_OF_THE_FOLLOWING_MEDICATIONS_WERE_YOU_PRESCRIBED_TO_TREAT_OR_MANAGE_YOUR_SYMPTOMS__SOMETHING_ELSE_NOT_LISTED_HERE,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply. | Something else not listed here,"[""""something_else_not_listed_here""""]"
TEXT,WHEN_DID_YOU_TAKE_YOUR_FIRST_DOSE_OF_XOFLUZA_BALOXAVIR_MARBOXIL__DATE_OF_FIRST_DOSE,"When did you take your <span style=""""text-decoration: underline;"""">first dose</span> of?Xofluza (baloxavir marboxil)? | Date of First Dose",
TEXT,DID_YOU_EVER_MISS_ANY_DOSES_OR_DECIDE_NOT_TO_TAKE_XOFLUZA_BALOXAVIR_MARBOXIL,"Did you ever <span style=""""text-decoration: underline;"""">miss any doses</span> or <span style=""""text-decoration: underline;"""">decide not to take</span>?Xofluza (baloxavir marboxil)?","[""i_missed_one_or_more_doses_of_this_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication"",""i_did_not_miss_any_doses_of_medication"",""i_don_t_know_i_can_t_remember""]"
TEXT,WHEN_DID_YOU_TAKE_YOUR_FIRST_DOSE_OF_TAMIFLU_OSELTAMIVIR__DATE_OF_FIRST_DOSE,"When did you take your <span style=""""text-decoration: underline;"""">first dose</span> of Tamiflu (oseltamivir)? | Date of First Dose",
TEXT,DID_YOU_EVER_MISS_ANY_DOSES_OR_DECIDE_NOT_TO_TAKE_TAMIFLU_OSELTAMIVIR,"Did you ever <span style=""""text-decoration: underline;"""">miss any doses</span> or <span style=""""text-decoration: underline;"""">decide not to take</span> Tamiflu (oseltamivir)?","[""i_did_not_miss_any_doses_of_medication"",""i_missed_one_or_more_doses_of_this_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication"",""i_don_t_know_i_can_t_remember""]"
TEXT,WHEN_DID_YOU_TAKE_YOUR_FIRST_DOSE_OF_RELENZA_ZANAMIVIR__DATE_OF_FIRST_DOSE,"When did you take your <span style=""""text-decoration: underline;"""">first dose</span> of Relenza (zanamivir)? | Date of First Dose",
TEXT,DID_YOU_EVER_MISS_ANY_DOSES_OR_DECIDE_NOT_TO_TAKE_RELENZA_ZANAMIVIR,"Did you ever <span style=""""text-decoration: underline;"""">miss any doses</span> or <span style=""""text-decoration: underline;"""">decide not to take</span> Relenza (zanamivir)?","[""i_did_not_miss_any_doses_of_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication"",""i_don_t_know_i_can_t_remember"",""i_missed_one_or_more_doses_of_this_medication""]"
TEXT,WHEN_DID_YOU_TAKE_YOUR_FIRST_DOSE_OF_ANTIBIOTICS__DATE_OF_FIRST_DOSE,"When did you take your <span style=""text-decoration: underline;"">first dose</span> of antibiotics (for example, Z-pak, amoxicillin, Augmentin, doxycycline)? | Date of First Dose",
TEXT,DID_YOU_EVER_MISS_ANY_DOSES_OR_DECIDE_NOT_TO_TAKE_ANTIBIOTICS,"Did you ever <span style=""text-decoration: underline;"">miss any doses</span> or <span style=""text-decoration: underline;"">decide not to take</span>?antibiotics (for example, Z-pak, amoxicillin, Augmentin, doxycycline)?","[""i_missed_one_or_more_doses_of_this_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication"",""i_did_not_miss_any_doses_of_medication"",""i_don_t_know_i_can_t_remember""]"
TEXT,WHEN_DID_YOU_TAKE_YOUR_FIRST_DOSE_OF_THE_OTHER_MEDICATION_NOT_LISTED__DATE_OF_FIRST_DOSE,"When did you take your <span style=""""text-decoration: underline;"""">first dose</span> of the """"other"""" medication not listed? | Date of First Dose",
TEXT,DID_YOU_EVER_MISS_ANY_DOSES_OR_DECIDE_NOT_TO_TAKE_THE_OTHER_MEDICATION_NOT_LISTED,"Did you ever <span style=""""text-decoration: underline;"""">miss any doses</span> or <span style=""""text-decoration: underline;"""">decide not to take</span>?the """"other"""" medication not listed?","[""i_don_t_know_i_can_t_remember"",""i_missed_one_or_more_doses_of_this_medication"",""i_did_not_miss_any_doses_of_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication""]"
TEXT,DID_YOU_TAKE_ANY_OVER_THE_COUNTER_NON_PRESCRIPTION_MEDICATIONS_TO_TREAT_OR_MANAGE_YOUR_CURRENT_SYMPTOMS_IN_THE_PAST_7_DAYS,"Did you take any <span style=""""text-decoration: underline;"""">over-the-counter (non-prescription)</span> medications to <span style=""""text-decoration: underline;"""">treat or manage</span> your current symptoms in the <span style=""""text-decoration: underline;"""">past 7 days</span>?","[""i_don_t_know_i_can_t_remember"",""yes"",""no""]"
TEXT,WHICH_OF_THE_FOLLOWING_OVER_THE_COUNTER_MEDICATIONS_DID_YOU_PERSONALLY_DECIDE_TO_TAKE_TO_TREAT_OR_MANAGE_YOUR_CURRENT_SYMPTOMS_IN_THE_PAST_24_HOURS__FEVER_REDUCERS_OR_PAIN_RELIEVERS,"Which of the following <span style=""text-decoration: underline;"">over-the-counter (not a prescription)</span> medications did you personally decide to take to <span style=""text-decoration: underline;"">treat or manage</span> your current symptoms in the <span style=""text-decoration: underline;"">past 24 hours</span>? Select all that apply. | Fever reducers or pain relievers (ibuprofen, aspirin, Advil, Tylenol, Aleve, acetaminophen)","[""""fever_reducers_or_pain_relievers""""]"
TEXT,WHICH_OF_THE_FOLLOWING_OVER_THE_COUNTER_MEDICATIONS_DID_YOU_PERSONALLY_DECIDE_TO_TAKE_TO_TREAT_OR_MANAGE_YOUR_CURRENT_SYMPTOMS_IN_THE_PAST_24_HOURS__COUGH_SUPPRESSANTS,"Which of the following <span style=""text-decoration: underline;"">over-the-counter (not a prescription)</span> medications did you personally decide to take to <span style=""text-decoration: underline;"">treat or manage</span> your current symptoms in the <span style=""text-decoration: underline;"">past 24 hours</span>? Select all that apply. | Cough suppressants (Delsym, Robitussin, dextromethorphan)","[""""cough_suppressants""""]"
TEXT,WHICH_OF_THE_FOLLOWING_OVER_THE_COUNTER_MEDICATIONS_DID_YOU_PERSONALLY_DECIDE_TO_TAKE_TO_TREAT_OR_MANAGE_YOUR_CURRENT_SYMPTOMS_IN_THE_PAST_24_HOURS__CHEST_OR_MUCUS_DECONGESTANTS,"Which of the following <span style=""text-decoration: underline;"">over-the-counter (not a prescription)</span> medications did you personally decide to take to <span style=""text-decoration: underline;"">treat or manage</span> your current symptoms in the <span style=""text-decoration: underline;"">past 24 hours</span>? Select all that apply. | Chest or mucus decongestants (Mucinex, guaifenesin)","[""""chest_or_mucus_decongestants""""]"
TEXT,WHICH_OF_THE_FOLLOWING_OVER_THE_COUNTER_MEDICATIONS_DID_YOU_PERSONALLY_DECIDE_TO_TAKE_TO_TREAT_OR_MANAGE_YOUR_CURRENT_SYMPTOMS_IN_THE_PAST_24_HOURS__MEDICINE_TO_HELP_WITH_SLEEP_AND_SYMPTOMS_NYQUIL_DELSYM_COUGH__COLD_NIGHT_TIME,"Which of the following <span style=""text-decoration: underline;"">over-the-counter (not a prescription)</span> medications did you personally decide to take to <span style=""text-decoration: underline;"">treat or manage</span> your current symptoms in the <span style=""text-decoration: underline;"">past 24 hours</span>? Select all that apply. | Medicine to help with sleep and symptoms (Nyquil, Delsym Cough + Cold Night Time)","[""""medicine_to_help_with_sleep_and_symptoms_nyquil_delsym_cough__cold_night_time""""]"
TEXT,WHICH_OF_THE_FOLLOWING_OVER_THE_COUNTER_MEDICATIONS_DID_YOU_PERSONALLY_DECIDE_TO_TAKE_TO_TREAT_OR_MANAGE_YOUR_CURRENT_SYMPTOMS_IN_THE_PAST_24_HOURS__NASAL_DECONGESTANTS,"Which of the following <span style=""text-decoration: underline;"">over-the-counter (not a prescription)</span> medications did you personally decide to take to <span style=""text-decoration: underline;"">treat or manage</span> your current symptoms in the <span style=""text-decoration: underline;"">past 24 hours</span>? Select all that apply. | Nasal decongestants (Sudafed, Sudafed PE, Afrin, Flonase, phenylephrine, pseudoephedrine, fluticasone propionate)","[""""nasal_decongestants""""]"
