Id,Description,Datatype,Units,Enumeration,Label,Additional Missing Value Codes,Terms,Unit,Section,ui,Notes,min,max,CDE Reference,pattern,phi_id,branching_logic,required,form_name,header,Variable Classification,Validation,Field Notes,Branching_Logic,CDE_Reference,Custom Alignment,source_file,source_directory,Program,Title,Summary
symptoms_admit_1,,,,"1, Yes | 0, No",Fever present at admission,,,,Inpatient Admit Details,radio,Symptoms at admission per EMR,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_admit_2,,,,"1, Yes | 0, No",Chills present at admission,,,,Inpatient Admit Details,radio,Symptoms at admission per EMR,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_admit_3,,,,"1, Yes | 0, No",Muscle ache present at admission,,,,Inpatient Admit Details,radio,Symptoms at admission per EMR,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_admit_4,,,,"1, Yes | 0, No",Skin rash present at admission,,,,Inpatient Admit Details,radio,Symptoms at admission per EMR,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_admit_5,,,,"1, Yes | 0, No",Headache present at admission,,,,Inpatient Admit Details,radio,Symptoms at admission per EMR,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_admit_6,,,,"1, Yes | 0, No",Congestion or runny nose present at admission,,,,Inpatient Admit Details,radio,Symptoms at admission per EMR,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_admit_7,,,,"1, Yes | 0, No",Sore throat present at admission,,,,Inpatient Admit Details,radio,Symptoms at admission per EMR,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_admit_8,,,,"1, Yes | 0, No",Cough present at admission,,,,Inpatient Admit Details,radio,Symptoms at admission per EMR,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_admit_9,,,,"1, Yes | 0, No",Shortness of breath or difficulty breathing present at admission,,,,Inpatient Admit Details,radio,Symptoms at admission per EMR,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_admit_10,,,,"1, Yes | 0, No",Wheezing present at admission,,,,Inpatient Admit Details,radio,Symptoms at admission per EMR,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_admit_11,,,,"1, Yes | 0, No",Apnea present at admission,,,,Inpatient Admit Details,radio,Symptoms at admission per EMR,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_admit_12,,,,"1, Yes | 0, No",Chest pain present at admission,,,,Inpatient Admit Details,radio,Symptoms at admission per EMR,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_admit_13,,,,"1, Yes | 0, No",Abdominal pain present at admission,,,,Inpatient Admit Details,radio,Symptoms at admission per EMR,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_admit_14,,,,"1, Yes | 0, No",Nausea/vomiting present at admission,,,,Inpatient Admit Details,radio,Symptoms at admission per EMR,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_admit_15,,,,"1, Yes | 0, No",Excessive fatigue present at admission,,,,Inpatient Admit Details,radio,Symptoms at admission per EMR,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_admit_16,,,,"1, Yes | 0, No",Diarrhea present at admission,,,,Inpatient Admit Details,radio,Symptoms at admission per EMR,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_admit_17,,,,"1, Yes | 0, No",Seizures present at admission,,,,Inpatient Admit Details,radio,Symptoms at admission per EMR,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_admit_18,,,,"1, Yes | 0, No",Loss of taste/smell present at admission,,,,Inpatient Admit Details,radio,Symptoms at admission per EMR,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_admit_19,,,,"1, Yes | 0, No",Conjunctivitis present at admission,,,,Inpatient Admit Details,radio,Symptoms at admission per EMR,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_admit_20,,,,"1, Yes | 0, No",Other symptom present at admission,,,,Inpatient Admit Details,radio,Symptoms at admission per EMR,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptom_time_admit,,,,,Approximate days since symptoms started,,,days,Inpatient Admit Details,integer,Symptoms at admission per EMR,,,," ",,,,,,,,,[symptoms_admit(1)] = '1' or [symptoms_admit(2)] = '1' or [symptoms_admit(3)] = '1' or [symptoms_admit(4)] = '1' or [symptoms_admit(5)] = '1' or [symptoms_admit(6)] = '1' or [symptoms_admit(7)] = '1' or [symptoms_admit(8)] = '1' or [symptoms_admit(9),,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
pneumonia_dx_admit,,,,"1, Yes | 0, No",Pneumonia,,,,Inpatient Admit Details,radio,Diagnosis present at admission,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
respfailure_dx_admit,,,,"1, Yes | 0, No",Respiratory Failure,,,,Inpatient Admit Discharge Details,radio,Diagnosis present at admission,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
ards_dx_admit,,,,"1, Yes | 0, No",Acute respiratory distress syndrome (ARDS),,,,Inpatient Admit Discharge Details,radio,Diagnosis present at admission,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
sepsis_dx_admit,,,,"1, Yes | 0, No",Sepsis,,,,Inpatient Admit Discharge Details,radio,Diagnosis present at admission,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
septicshock_dx_admit,,,,"1, Yes | 0, No",Septic Shock,,,,Inpatient Admit Discharge Details,radio,Diagnosis present at admission,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
cytostorm_dx_admit,,,,"1, Yes | 0, No",Suspected cytokine storm syndrome,,,,Inpatient Admit Discharge Details,radio,Diagnosis present at admission,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
cytostorm_dx_basis_admit,,,,"1, Clinical evidence | 2, Laboratory evidence",Diagnosis basis,,,,Inpatient Admit Discharge Details,radio,Diagnosis present at admission,,,,,,,,,,,,,[cytostorm_dx_admit] = '1',,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
qtc_dx_admit,,,,"1, Yes | 0, No",Prolonged QTc,,,,Inpatient Admit Discharge Details,radio,Diagnosis present at admission,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
organfail_dx_admit,,,,"1, Yes | 0, No",Organ failure,,,,Inpatient Admit Discharge Details,radio,Diagnosis present at admission,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
other_dx_admit,,,,"1, Yes | 0, No",Other diagnosis,,,,Inpatient Admit Discharge Details,radio,Diagnosis present at admission,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
pneumonia_dx_discharge,,,,"1, Yes | 0, No",Pneumonia,,,,Inpatient Admit Discharge Details,radio,Diagnosis present at discharge,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
respfailure_dx_discharge,,,,"1, Yes | 0, No",Respiratory Failure,,,,Inpatient Admit Discharge Details,radio,Diagnosis present at discharge,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
ards_dx_discharge,,,,"1, Yes | 0, No",Acute respiratory distress syndrome (ARDS),,,,Inpatient Admit Discharge Details,radio,Diagnosis present at discharge,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
sepsis_dx_discharge,,,,"1, Yes | 0, No",Sepsis,,,,Inpatient Admit Discharge Details,radio,Diagnosis present at discharge,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
septicshock_dx_discharge,,,,"1, Yes | 0, No",Septic Shock,,,,Inpatient Admit Discharge Details,radio,Diagnosis present at discharge,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
cytostorm_dx_discharge,,,,"1, Yes | 0, No",Suspected cytokine storm syndrome,,,,Inpatient Admit Discharge Details,radio,Diagnosis present at discharge,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
cytostorm_dx_basis_discharge,,,,"1, Clinical evidence | 2, Laboratory evidence",Diagnosis basis,,,,Inpatient Admit Discharge Details,radio,Diagnosis present at discharge,,,,,,,,,,,,,[cytostorm_dx_discharge] = '1',,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
qtc_dx_discharge,,,,"1, Yes | 0, No",Prolonged QTc,,,,Inpatient Admit Discharge Details,radio,Diagnosis present at discharge,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
organfail_dx_discharge,,,,"1, Yes | 0, No",Organ failure,,,,Inpatient Admit Discharge Details,radio,Diagnosis present at discharge,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
other_dx_discharge,,,,"1, Yes | 0, No",Other diagnosis,,,,Inpatient Admit Discharge Details,radio,Diagnosis present at discharge,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
ivig_yn,,,,"1, Yes | 0, No",IVIG,,,,Inpatient Interventions,radio,Interventions during hospitalization,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
ivig_yn_multiple_dose,,,,"1, Yes | 0, No",Did the patient receive more than one dose?,,,,Inpatient Interventions,radio,Interventions during hospitalization,,,,,,,,,,,,,[ivig_yn] = '1',,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
intubation_yn,,,,"1, Yes | 0, No",Intubation,,,,Inpatient Interventions,radio,Interventions during hospitalization,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
intubated_days,,,,,Number of Days Intubated,,,days,Inpatient Interventions,integer,Interventions during hospitalization,,,," ",,,,,,,,,[intubation_yn] = '1',,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
ventilation_yn,,,,"1, Yes | 0, No",Ventilation,,,,Inpatient Interventions,radio,Interventions during hospitalization,,,," ",,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
ventilated_days,,,,,Number of Days Ventilated,,,days,Inpatient Interventions,integer,Interventions during hospitalization,,,," ",,,,,,,,,[ventilation_yn] = '1',,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
