variable_name,section_header,ui,label,value_constraints,field_note,pattern,min,max,branching_logic,units,CDE Reference,source_file,source_directory,Digest (variable_name|source_file|source_directory)
sars_cov2_cl_95_lo,SARSCoV2 Quantification Method,float,"Lower bound of 95% confidence interval of SARS-CoV-2 in wastewater sample, or best estimate that is consistently available. Follow the same hierarchy as described for standard error. (Note: 'cl' stands for confidence limit)",,"[any float other than -1];
-1 (if cannot be calculated, such as when no amplification observed);
[empty][units specified in 'sars_cov2_units']",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,024c6de0c247c6ccf6dca76a6936716ec2ac8da5bb1aa58d7715660d376fd5e32c7c9c5bc28ce798bbfb97663dba0d239d2819dcf527ca39ea2f91c2bf004f4e
sars_cov2_cl_95_up,SARSCoV2 Quantification Method,float,"Upper bound of 95% confidence interval of SARS-CoV-2 in wastewater sample, or best estimate that is consistently available. Follow the same hierarchy as described for standard error. (Note: 'cl' stands for confidence limit)",,"[any float other than -1];
-1 (if cannot be calculated, such as when no amplification observed);
[empty][units specified in 'sars_cov2_units']",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,f100ee395f641955f9b676fe4f6304bb315499444c6d67bca7fd303500a6364182dd79117dfdb79227d8dc22341e85bc49a307865e63cec91905b35a55b4a251
sars_cov2_below_lod,SARSCoV2 Quantification Method,category,Was the concentration of SARS-CoV-2 below the limit of detection?,Yes | No,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,cec49ec7eb1578de6cd0c242f6e5f51e0fc352d3d42a656840545e0c10f362a587c072802d7766b8992a8b092c5a82c4267f7efb270c8c1f322b35d081c66be4
lod_sewage,SARSCoV2 Quantification Method,float,SARS-CoV-2 limit of detection back-calculated to unconcentrated sample basis,,[units specified in 'sars_cov2_units'],,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,14d84f62ae02fde18d6208a44d04f8eb20e9768a4650ad713857c7dd464b957cbc210d452b735a5f3395e32c23a4aeb8c572782ba89eb1b3b7df8ba0d5f8e18d
ntc_amplify,SARSCoV2 Quantification Method,category,"For qPCR, did any no-template controls on this instrument run have a Ct value less than 40? For ddPCR, did any no-template controls on this instrument run have 3 or more positive droplets?",Yes | No,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,0a363eb87d0d789d237b6128aaf45e2832336f53a9373ac3468a4d1f8d27116c6e87eebdb1fae0c658ee1a25896babb46a8ad1587309c2c042a0b811fb8504ca
rec_eff_percent,SARSCoV2 Quantification Method,float,"Percent of spiked recovery control, specified in 'rec_eff_target_name', that was recovered",,"[float, greater than or equal to 0];
-1 (if not tested)",,,,,percent,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,0cf3ca2886da6925f1b6de699c4d71e97bf8b5dd528decaf72c6450e78612ffd2fe81fe03b7d1b3609226eda2f6bb3bfc5d865c85f7f93e85238edf05a0b8f1e
inhibition_detect,SARSCoV2 Quantification Method,category,Was molecular inhibition detected?,Yes | No | Not tested,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,52823a706c88d9cb34efc395f898a842aabcbd6e469f6d30d58535a0dfa040755a24728a01acddfd3b0409e2f8fe145266ecc5c1da2b827fe8f1848de3afd96a
inhibition_adjust,SARSCoV2 Quantification Method,category,Was inhibition incorporated into the SARS-CoV-2 concentration calculation?,Yes | No,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,09dfbc803004f598e1f4eb5fb1365f37c44463a588b69977fe782d99cc8dd2fcea3130fea3443409faaba8b63bd421782d499ff35c71f871f9856f5ae0231944
hum_frac_mic_conc,SARSCoV2 Quantification Method,float,Concentration of microbial target specified in 'hum_frac_target_mic'; follow the same guidelines outline for 'sars_cov2_avg_conc',,[units specified in 'hum_frac_mic_unit'],,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,8f92e57947460d511128919d64a7dc11507e608f8d7ba0cfe637291e64bb8344e20706747609fbbc4069975f407e76e7a0cc7ce2b989117245d2d0f965b8c25d
hum_frac_mic_unit,SARSCoV2 Quantification Method,category,Concentration units of microbial target specified in 'hum_frac_target_mic',copies/L wastewater | log10 copies/L wastewater | copies/g wet sludge | log10 copies/g wet sludge | copies/g dry sludge | log10 copies/g dry sludge,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,221110e0dd136576a25672cd9a7377bfe5ebfa7afa368613e3bc8134560a011eb75863abfbc7b86928dd374265e0fc10c44770191efb7b6e4501f119a490bd75
hum_frac_chem_conc,SARSCoV2 Quantification Method,float,Concentration of chemical target specified in 'hum_frac_target_chem',,[units specified in 'hum_frac_chem_unit'],,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,470d5703c5dccd7cc587542d9f95f8ea55746008157a137cee8cbe2c1567614f8614053e4154df23332193b30fcbb847dab31a04ec39fa58671f00995967ec5d
hum_frac_chem_unit,SARSCoV2 Quantification Method,category,Concentration units of chemical target specified in 'hum_frac_target_chem',micrograms/L wastewater | log10 micrograms/L wastewater | micrograms/g wet sludge | log10 micrograms/g wet sludge | micrograms/g dry sludge | log10 micrograms/g dry sludge |,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,6c246946f2c528f16a37c1d7478b611e99f9293357168e0aa31522419098498b83645a68fe8328f93982f00b728ce15fba22937485db6a0cd3e2b5320643a883
other_norm_conc,SARSCoV2 Quantification Method,float,Concentration of target spcified in 'other_norm_name',,[units specified in 'other_norm_conc'],,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,f865099a3152769848190960da04aed58249939d4ac276ec887628b079a253ef6d6ea0b654c0a56c3fb1d238871227b0221e42ee93e0dd54f7f8ff568c80d8db
other_norm_unit,SARSCoV2 Quantification Method,category,Concentration units of target spcified in 'other_norm_name',copies/L wastewater | log10 copies/L wastewater | copies/g wet sludge | log10 copies/g wet sludge | copies/g dry sludge | log10 copies/g dry sludge | micrograms/L wastewater | log10 micrograms/L wastewater | micrograms/g wet sludge | log10 micrograms/g wet sludge | micrograms/g dry sludge | log10 micrograms/g dry sludge,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,67e723b7e5b589f9f73da1d59f1bc77d87e94eb6501149600fc8d098ad8839bf3defa355b01180b5f23c30e10469133848cf89415642c1dcb513e669330b3170
quality_flag,SARSCoV2 Quantification Method,category,Does this observation have quality control issues?,Yes | No,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,c273bfcdb43f1604675905f062069b763a969ee455cbc5e14a17f273c1a09c4edee436770362f8c116815d444a78e6f68dd64cc382993974ad0ad955c31ca73a
stan_ref,SARSCoV2 Quantification Method,text,"A publication, website, or brief description of the quantitative standard material used",,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,0ea09c77f396888fd9862d35f62a68fe70cfb83d9436ff045faca505c6b5ab6555630bbf98bf0559bde1f91cf96750ae8bf9d9c2a87ae53b4f321e9b2e6d1fce
inhibition_method,SARSCoV2 Quantification Method,text,"A publication, website, or brief description of the method used to evaluate molecular inhibition",,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,5aa7f23e5c5bd92d43ef9dc5d571bc380715c41f7fe254df10bfded26cbde44c45321ff83769807573d7e432fcd37f9e066da1712f45b73ad894356547fb9f86
num_no_target_control,SARSCoV2 Quantification Method,category,Number of no-template controls (NTC) per instrument run,0 | 1 | 2 | 3 | more than 3,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,ef0b5f5783ae739a6a053c4cf19cf0179b109d7aebf83614f82e968a8ef7847f5532cd6267ad731989d98d538bd12199864dfde5c5ddc34bb9d82b99c6585bab
