datatype,variable_name,description,value_constraints,source_file,source_directory
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__insert_text_from_other__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | 4 days ago","[""""4_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__insert_text_from_other__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | 5 days ago","[""""5_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__insert_text_from_other__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | 6 days ago","[""""6_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,over_the_last_7_days_on_what_day_did_you_feel_the_worst,"Thinking about your flu-like or coronavirus-like symptoms over the last 7 days, on what day did you feel the <span style=""text-decoration: underline;"">worst</span>?","[""yesterday"",""today"",""2_days_ago"",""3_days_ago"",""6_days_ago"",""4_days_ago"",""5_days_ago""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,did_you_seek_medical_help_from_a_healthcare_provider_testing_facility_or_healthcare_facility,"Did you seek medical help from a healthcare provider, testing facility, or healthcare facility (like a hospital) <span style=""text-decoration: underline;"">as a result of your flu-like or coronavirus-like symptoms?</span>","[""yes"",""no""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,where_did_you_seek_care_from_a_healthcare_provider__primary_care_clinic_e_g_family_medicine_internal_medicine,"Where did you seek care from a <span style=""text-decoration: underline;"">healthcare provider</span>? Please select all that apply. | Primary care clinic (e.g. family medicine, internal medicine)","[""""primary_care_clinic_e_g_family_medicine_internal_medicine""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,where_did_you_seek_care_from_a_healthcare_provider__urgent_care_facility,"Where did you seek care from a <span style=""""text-decoration: underline;"""">healthcare provider</span>? Please select all that apply. | Urgent care facility","[""""urgent_care_facility""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,where_did_you_seek_care_from_a_healthcare_provider__emergency_room_er,"Where did you seek care from a <span style=""""text-decoration: underline;"""">healthcare provider</span>? Please select all that apply. | Emergency room (ER)","[""""emergency_room_er""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,where_did_you_seek_care_from_a_healthcare_provider__ear_nose_and_throat_ent_otolaryngology_clinic,"Where did you seek care from a <span style=""text-decoration: underline;"">healthcare provider</span>? Please select all that apply. | Ear, nose, and throat (ENT-otolaryngology) clinic","[""""ear_nose_and_throat_ent_otolaryngology_clinic""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,where_did_you_seek_care_from_a_healthcare_provider__infectious_disease_clinic,"Where did you seek care from a <span style=""""text-decoration: underline;"""">healthcare provider</span>? Please select all that apply. | Infectious disease clinic","[""""infectious_disease_clinic""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,where_did_you_seek_care_from_a_healthcare_provider__telemedicine_e_g_video_call_email,"Where did you seek care from a <span style=""text-decoration: underline;"">healthcare provider</span>? Please select all that apply. | Telemedicine (e.g., video call, email)","[""""telemedicine_e_g_video_call_email""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,where_did_you_seek_care_from_a_healthcare_provider__a_drive_through_or_walk_in_testing_facility,"Where did you seek care from a <span style=""""text-decoration: underline;"""">healthcare provider</span>? Please select all that apply. | A drive through or walk-in testing facility","[""""a_drive_through_or_walk_in_testing_facility""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,where_did_you_seek_care_from_a_healthcare_provider__other,"Where did you seek care from a <span style=""""text-decoration: underline;"""">healthcare provider</span>? Please select all that apply. | Other",,survey__weekly_survey_origcopy.csv,RADx-DHT
text,did_you_complete_a_diagnostic_test_either_by_a_healthcare_provider_or_using_an_at_home_testing_kit,"Did you complete a diagnostic test, either by a healthcare provider or using an at-home testing kit?","[""yes"",""no""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,what_kind_of_diagnostic_test_did_you_receive_or_complete_at_home,What kind of diagnostic test did you receive or complete at home?,"[""nasal_swab_in_the_nose"",""throat_swab"",""a_saliva_sample_spit_in_a_tube"",""i_don_t_know_i_can_t_remember""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,what_kind_of_diagnostic_test_did_you_receive_or_complete_at_home__other,What kind of diagnostic test did you receive or complete at home? | Other,,survey__weekly_survey_origcopy.csv,RADx-DHT
text,did_you_receive_a_diagnosis_of_flu_or_coronavirus_positive_or_negative_only_based_upon_your_symptoms_no_diagnostic_test_was_done,"Did you receive a diagnosis of flu or coronavirus (positive or negative) <span style=""""text-decoration: underline;"""">only based upon your symptoms (no diagnostic test was done)</span>?","[""i_don_t_know_i_can_t_remember"",""yes"",""no""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,did_the_healthcare_provider_or_a_diagnostic_test_you_gave_to_yourself_diagnose_you_as_having_the_flu_or_coronavirus_also_known_as_covid_19,"Did the <span style=""text-decoration: underline;"">healthcare provider</span> or a <span style=""text-decoration: underline;"">diagnostic test you gave to yourself</span> diagnose you as having the flu or coronavirus (also known as COVID-19)?<br><br><em>If you completed an at-home test and received a positive diagnosis, please answer ?Yes? for the appropriate diagnosis here.</em>","[""i_am_waiting_for_my_diagnosis"",""yes_i_was_diagnosed_with_the_coronavirus_covid_19"",""no_i_was_told_i_was_negative_for_the_flu_and_the_coronavirus_covid_19"",""i_don_t_know_i_can_t_remember"",""yes_i_was_diagnosed_with_the_flu"",""yes_i_was_diagnosed_with_both_the_flu_and_the_coronavirus_covid_19""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,were_you_hospitalized_as_a_consequence_of_this_flu_like_or_coronavirus_like_illness,"Were you hospitalized as a consequence of this <span style=""text-decoration: underline;"">flu-like or coronavirus-like illness?<br></span><em><br>Hospitalization is when you leave the emergency room (ER) and are admitted to the inpatient hospital based on a doctor?s order. Even if you stayed overnight in the ER, this is not considered a hospitalization.</em><span style=""text-decoration: underline;""><br></span>","[""yes"",""no""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,while_you_were_hospitalized_for_your_flu_like_or_coronavirus_like_illness_did_you_receive_any_of_the_following_medications__no_i_did_not_receive_any_of_these_medications,"While you were hospitalized for your flu-like or coronavirus-like illness, did you receive any of the following medications? | No, I did not receive any of these medications","[""""no_i_did_not_receive_any_of_these_medications""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,while_you_were_hospitalized_for_your_flu_like_or_coronavirus_like_illness_did_you_receive_any_of_the_following_medications__remdesivir,"While you were hospitalized for your flu-like or coronavirus-like illness, did you receive any of the following medications? | Remdesivir","[""""remdesivir""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,while_you_were_hospitalized_for_your_flu_like_or_coronavirus_like_illness_did_you_receive_any_of_the_following_medications__dexamethasone,"While you were hospitalized for your flu-like or coronavirus-like illness, did you receive any of the following medications? | Dexamethasone","[""""dexamethasone""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,while_you_were_hospitalized_for_your_flu_like_or_coronavirus_like_illness_did_you_receive_any_of_the_following_medications__convalescent_plasma_plasma_from_someone_who_has_recovered_from_coronavirus,"While you were hospitalized for your flu-like or coronavirus-like illness, did you receive any of the following medications? | Convalescent plasma (plasma from someone who has recovered from coronavirus)","[""""convalescent_plasma_plasma_from_someone_who_has_recovered_from_coronavirus""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,while_you_were_hospitalized_for_your_flu_like_or_coronavirus_like_illness_did_you_receive_any_of_the_following_medications__hydroxychloroquine,"While you were hospitalized for your flu-like or coronavirus-like illness, did you receive any of the following medications? | Hydroxychloroquine","[""""hydroxychloroquine""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,did_a_healthcare_provider_recommend_that_you_self_quarantine_or_isolate_stay_in_your_home_apartment_or_room_without_leaving,"Did a healthcare provider recommend that you self-quarantine or isolate (stay in your home, apartment, or room without leaving)?","[""no"",""yes"",""i_don_t_know_i_can_t_remember""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,did_a_healthcare_provider_write_you_a_prescription_for_any_medications_to_treat_or_manage_your_current_symptoms,"Did a healthcare provider <span style=""""text-decoration: underline;"""">write you a prescription</span> for any <span style=""""text-decoration: underline;"""">medications</span> to <span style=""""text-decoration: underline;"""">treat or manage</span> your current symptoms?","[""yes"",""no"",""i_don_t_know_i_can_t_remember""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,which_of_the_following_medications_were_you_prescribed_to_treat_or_manage_your_symptoms__xofluza_baloxavir_marboxil,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply. | Xofluza (baloxavir marboxil),"[""""xofluza_baloxavir_marboxil""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,which_of_the_following_medications_were_you_prescribed_to_treat_or_manage_your_symptoms__tamiflu_oseltamivir,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply. | Tamiflu (oseltamivir),"[""""tamiflu_oseltamivir""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,which_of_the_following_medications_were_you_prescribed_to_treat_or_manage_your_symptoms__relenza_zanamivir,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply. | Relenza (zanamivir),"[""""relenza_zanamivir""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,which_of_the_following_medications_were_you_prescribed_to_treat_or_manage_your_symptoms__antibiotics,"Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply. | Antibiotics (for example, Z-pak, amoxicillin, Augmentin, doxycycline)","[""""antibiotics""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,which_of_the_following_medications_were_you_prescribed_to_treat_or_manage_your_symptoms__something_else_not_listed_here,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply. | Something else not listed here,"[""""something_else_not_listed_here""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,when_did_you_take_your_first_dose_of_xofluza_baloxavir_marboxil__date_of_first_dose,"When did you take your <span style=""""text-decoration: underline;"""">first dose</span> of?Xofluza (baloxavir marboxil)? | Date of First Dose",,survey__weekly_survey_origcopy.csv,RADx-DHT
text,did_you_ever_miss_any_doses_or_decide_not_to_take_xofluza_baloxavir_marboxil,"Did you ever <span style=""""text-decoration: underline;"""">miss any doses</span> or <span style=""""text-decoration: underline;"""">decide not to take</span>?Xofluza (baloxavir marboxil)?","[""i_missed_one_or_more_doses_of_this_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication"",""i_did_not_miss_any_doses_of_medication"",""i_don_t_know_i_can_t_remember""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,when_did_you_take_your_first_dose_of_tamiflu_oseltamivir__date_of_first_dose,"When did you take your <span style=""""text-decoration: underline;"""">first dose</span> of Tamiflu (oseltamivir)? | Date of First Dose",,survey__weekly_survey_origcopy.csv,RADx-DHT
text,did_you_ever_miss_any_doses_or_decide_not_to_take_tamiflu_oseltamivir,"Did you ever <span style=""""text-decoration: underline;"""">miss any doses</span> or <span style=""""text-decoration: underline;"""">decide not to take</span> Tamiflu (oseltamivir)?","[""i_did_not_miss_any_doses_of_medication"",""i_missed_one_or_more_doses_of_this_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication"",""i_don_t_know_i_can_t_remember""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,when_did_you_take_your_first_dose_of_relenza_zanamivir__date_of_first_dose,"When did you take your <span style=""""text-decoration: underline;"""">first dose</span> of Relenza (zanamivir)? | Date of First Dose",,survey__weekly_survey_origcopy.csv,RADx-DHT
text,did_you_ever_miss_any_doses_or_decide_not_to_take_relenza_zanamivir,"Did you ever <span style=""""text-decoration: underline;"""">miss any doses</span> or <span style=""""text-decoration: underline;"""">decide not to take</span> Relenza (zanamivir)?","[""i_did_not_miss_any_doses_of_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication"",""i_don_t_know_i_can_t_remember"",""i_missed_one_or_more_doses_of_this_medication""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,when_did_you_take_your_first_dose_of_antibiotics__date_of_first_dose,"When did you take your <span style=""text-decoration: underline;"">first dose</span> of antibiotics (for example, Z-pak, amoxicillin, Augmentin, doxycycline)? | Date of First Dose",,survey__weekly_survey_origcopy.csv,RADx-DHT
text,did_you_ever_miss_any_doses_or_decide_not_to_take_antibiotics,"Did you ever <span style=""text-decoration: underline;"">miss any doses</span> or <span style=""text-decoration: underline;"">decide not to take</span>?antibiotics (for example, Z-pak, amoxicillin, Augmentin, doxycycline)?","[""i_missed_one_or_more_doses_of_this_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication"",""i_did_not_miss_any_doses_of_medication"",""i_don_t_know_i_can_t_remember""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,when_did_you_take_your_first_dose_of_the_other_medication_not_listed__date_of_first_dose,"When did you take your <span style=""""text-decoration: underline;"""">first dose</span> of the """"other"""" medication not listed? | Date of First Dose",,survey__weekly_survey_origcopy.csv,RADx-DHT
text,did_you_ever_miss_any_doses_or_decide_not_to_take_the_other_medication_not_listed,"Did you ever <span style=""""text-decoration: underline;"""">miss any doses</span> or <span style=""""text-decoration: underline;"""">decide not to take</span>?the """"other"""" medication not listed?","[""i_don_t_know_i_can_t_remember"",""i_missed_one_or_more_doses_of_this_medication"",""i_did_not_miss_any_doses_of_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,did_you_take_any_over_the_counter_non_prescription_medications_to_treat_or_manage_your_current_symptoms_in_the_past_7_days,"Did you take any <span style=""""text-decoration: underline;"""">over-the-counter (non-prescription)</span> medications to <span style=""""text-decoration: underline;"""">treat or manage</span> your current symptoms in the <span style=""""text-decoration: underline;"""">past 7 days</span>?","[""i_don_t_know_i_can_t_remember"",""yes"",""no""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,which_of_the_following_over_the_counter_medications_did_you_personally_decide_to_take_to_treat_or_manage_your_current_symptoms_in_the_past_24_hours__fever_reducers_or_pain_relievers,"Which of the following <span style=""text-decoration: underline;"">over-the-counter (not a prescription)</span> medications did you personally decide to take to <span style=""text-decoration: underline;"">treat or manage</span> your current symptoms in the <span style=""text-decoration: underline;"">past 24 hours</span>? Select all that apply. | Fever reducers or pain relievers (ibuprofen, aspirin, Advil, Tylenol, Aleve, acetaminophen)","[""""fever_reducers_or_pain_relievers""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,which_of_the_following_over_the_counter_medications_did_you_personally_decide_to_take_to_treat_or_manage_your_current_symptoms_in_the_past_24_hours__cough_suppressants,"Which of the following <span style=""text-decoration: underline;"">over-the-counter (not a prescription)</span> medications did you personally decide to take to <span style=""text-decoration: underline;"">treat or manage</span> your current symptoms in the <span style=""text-decoration: underline;"">past 24 hours</span>? Select all that apply. | Cough suppressants (Delsym, Robitussin, dextromethorphan)","[""""cough_suppressants""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,which_of_the_following_over_the_counter_medications_did_you_personally_decide_to_take_to_treat_or_manage_your_current_symptoms_in_the_past_24_hours__chest_or_mucus_decongestants,"Which of the following <span style=""text-decoration: underline;"">over-the-counter (not a prescription)</span> medications did you personally decide to take to <span style=""text-decoration: underline;"">treat or manage</span> your current symptoms in the <span style=""text-decoration: underline;"">past 24 hours</span>? Select all that apply. | Chest or mucus decongestants (Mucinex, guaifenesin)","[""""chest_or_mucus_decongestants""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,which_of_the_following_over_the_counter_medications_did_you_personally_decide_to_take_to_treat_or_manage_your_current_symptoms_in_the_past_24_hours__medicine_to_help_with_sleep_and_symptoms_nyquil_delsym_cough__cold_night_time,"Which of the following <span style=""text-decoration: underline;"">over-the-counter (not a prescription)</span> medications did you personally decide to take to <span style=""text-decoration: underline;"">treat or manage</span> your current symptoms in the <span style=""text-decoration: underline;"">past 24 hours</span>? Select all that apply. | Medicine to help with sleep and symptoms (Nyquil, Delsym Cough + Cold Night Time)","[""""medicine_to_help_with_sleep_and_symptoms_nyquil_delsym_cough__cold_night_time""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,which_of_the_following_over_the_counter_medications_did_you_personally_decide_to_take_to_treat_or_manage_your_current_symptoms_in_the_past_24_hours__nasal_decongestants,"Which of the following <span style=""text-decoration: underline;"">over-the-counter (not a prescription)</span> medications did you personally decide to take to <span style=""text-decoration: underline;"">treat or manage</span> your current symptoms in the <span style=""text-decoration: underline;"">past 24 hours</span>? Select all that apply. | Nasal decongestants (Sudafed, Sudafed PE, Afrin, Flonase, phenylephrine, pseudoephedrine, fluticasone propionate)","[""""nasal_decongestants""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,which_of_the_following_over_the_counter_medications_did_you_personally_decide_to_take_to_treat_or_manage_your_current_symptoms_in_the_past_24_hours__i_don_t_know_i_can_t_remember,"Which of the following <span style=""""text-decoration: underline;"""">over-the-counter (not a prescription)</span> medications did you personally decide to take to <span style=""""text-decoration: underline;"""">treat or manage</span> your current symptoms in the <span style=""""text-decoration: underline;"""">past 24 hours</span>? Select all that apply. | I don?t know / I can?t remember","[""""i_don_t_know_i_can_t_remember""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,which_of_the_following_over_the_counter_medications_did_you_personally_decide_to_take_to_treat_or_manage_your_current_symptoms_in_the_past_24_hours__other,"Which of the following <span style=""""text-decoration: underline;"""">over-the-counter (not a prescription)</span> medications did you personally decide to take to <span style=""""text-decoration: underline;"""">treat or manage</span> your current symptoms in the <span style=""""text-decoration: underline;"""">past 24 hours</span>? Select all that apply. | Other",,survey__weekly_survey_origcopy.csv,RADx-DHT
text,did_you_miss_school_or_were_you_unable_to_work_either_at_home_or_in_an_office_due_to_your_flu_like_or_coronavirus_like_illness,"Did you miss school or were you unable to work (either at home or in an office) due to your flu-like or coronavirus-like illness? <em>If you complete unpaid home-based work, such as being a caregiver or consider yourself a homemaker, please also report this as work.</em>","[""no_i_did_not_miss_any_school_or_work_during_my_illness"",""i_missed_1_day_of_school_or_work"",""i_missed_3_days_of_school_or_work"",""i_missed_more_than_3_days_of_school_or_work"",""my_illness_occurred_on_a_weekend_or_other_days_off"",""i_don_t_know_i_don_t_remember"",""i_missed_2_days_of_school_or_work"",""i_am_retired_and_or_school_or_work_days_don_t_apply_to_me""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,have_any_members_of_your_household_other_than_yourself_experienced_flu_like_or_coronavirus_like_symptoms_recently,Have any members of your household (other than yourself) experienced<em> flu-like</em> or <em>coronavirus-like</em> <em>symptoms</em> recently?,"[""yes_within_the_last_7_days"",""yes_within_the_last_14_days"",""yes_more_than_14_days_ago"",""no"",""i_live_alone""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,has_anyone_else_you_regularly_interact_with_outside_your_household,"Has anyone else you regularly interact with outside your household (e.g., family members, friends, coworkers, acquaintances) experienced <em>flu-like</em> or <em>coronavirus-like</em> <em>symptoms</em> recently?","[""yes_within_the_last_7_days"",""yes_within_the_last_14_days"",""yes_more_than_14_days_ago"",""no"",""i_don_t_know_i_m_not_sure""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_have_you_had_direct_contact_with_anyone_who_was_recently_diagnosed_with_covid_19_or_the_flu,"In the past 7 days, have you had direct contact with anyone who was <span style=""text-decoration: underline;"">recently</span> diagnosed with COVID-19 or the flu?<br><br><em>?Direct contact"" means: a conversation lasting more than 5 minutes with a person who is closer than 6 feet away from you or physical contact like handshaking, hugging, or kissing.</em>","[""yes"",""no""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,was_this_person_a_member_of_your_household,Was this person a member of your household?,"[""yes"",""no""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,did_you_receive_the_flu_vaccine_often_called_the_flu_shot_recently,"Did you receive the flu vaccine (often called the flu shot) <span style=""""text-decoration: underline;"""">recently</span>?<span id=""""mce_0_start"""" style=""""line-height: 0px;"""">?</span>","[""yes"",""i_don_t_know_can_t_remember"",""no""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,when_did_you_receive_the_flu_vaccine_often_called_the_flu_shot__flu_vaccine_date,"When did you receive the flu vaccine (often called the flu shot)? If you don?t recall the exact date, please provide the best estimate. | Flu/Vaccine Date",,survey__weekly_survey_origcopy.csv,RADx-DHT
text,did_you_receive_a_covid_19_or_coronavirus_vaccine_recently,Did you receive a COVID-19 or coronavirus vaccine recently?,"[""yes"",""no"",""i_don_t_know_can_t_remember""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,when_did_you_receive_a_covid_19_or_coronavirus_vaccine__covid_19_vaccine_date,"When did you receive a COVID-19 or coronavirus vaccine?<br><em><br>If you don?t recall the exact date, please provide the best estimate. If you have received multiple doses, please report the date of your most recent dose.</em> | COVID-19 Vaccine Date",,survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_have_you_done_any_of_the_following_activities__none_of_these_activities,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | None of these activities","[""""none_of_these_activities""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_have_you_done_any_of_the_following_activities__gone_to_work_or_school_outside_the_place_where_you_are_currently_staying_or_living,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | Gone to work or school outside the place where you are currently staying or living","[""""gone_to_work_or_school_outside_the_place_where_you_are_currently_staying_or_living""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_have_you_done_any_of_the_following_activities__gone_to_a_market_grocery_store_or_pharmacy,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | Gone to a market, grocery store, or pharmacy","[""""gone_to_a_market_grocery_store_or_pharmacy""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_have_you_done_any_of_the_following_activities__gone_to_a_bar_restaurant_or_cafe,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | Gone to a bar, restaurant, or cafe","[""""gone_to_a_bar_restaurant_or_cafe""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_have_you_done_any_of_the_following_activities__spent_time_with_someone_who_isnt_currently_staying_or_living_with_you,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | Spent time with someone who isn't currently staying or living with you","[""""spent_time_with_someone_who_isnt_currently_staying_or_living_with_you""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_have_you_done_any_of_the_following_activities__attended_an_event_or_activity_with_more_than_10_people,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | Attended an event or activity with more than 10 people","[""""attended_an_event_or_activity_with_more_than_10_people""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_have_you_done_any_of_the_following_activities__used_public_transportation_like_a_bus_subway_or_train,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | Used public transportation (like a bus, subway, or train)","[""""used_public_transportation_like_a_bus_subway_or_train""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_have_you_done_any_of_the_following_activities__traveled_on_an_airplane,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | Traveled on an airplane","[""""traveled_on_an_airplane""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask__none_of_the_activity_options_listed,"During which of these activities in the <span style=""""text-decoration: underline;"""">past 7 days</span> did you wear a mask? Please select all that apply. | None of the activity?options listed","[""""none_of_the_activity_options_listed""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask__gone_to_work_or_school_outside_the_place_where_you_are_currently_staying_or_living,"During which of these activities in the <span style=""""text-decoration: underline;"""">past 7 days</span> did you wear a mask? Please select all that apply. | Gone to work or school outside the place where you are currently staying or living","[""""gone_to_work_or_school_outside_the_place_where_you_are_currently_staying_or_living""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask__gone_to_a_market_grocery_store_or_pharmacy,"During which of these activities in the <span style=""text-decoration: underline;"">past 7 days</span> did you wear a mask? Please select all that apply. | Gone to a market, grocery store, or pharmacy","[""""gone_to_a_market_grocery_store_or_pharmacy""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask__gone_to_a_bar_restaurant_or_cafe,"During which of these activities in the <span style=""text-decoration: underline;"">past 7 days</span> did you wear a mask? Please select all that apply. | Gone to a bar, restaurant, or cafe","[""""gone_to_a_bar_restaurant_or_cafe""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask__spent_time_with_someone_who_isnt_currently_staying_or_living_with_you,"During which of these activities in the <span style=""""text-decoration: underline;"""">past 7 days</span> did you wear a mask? Please select all that apply. | Spent time with someone who isn't currently staying or living with you","[""""spent_time_with_someone_who_isnt_currently_staying_or_living_with_you""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask__attended_an_event_or_activity_with_more_than_10_people,"During which of these activities in the <span style=""""text-decoration: underline;"""">past 7 days</span> did you wear a mask? Please select all that apply. | Attended an event or activity with more than 10 people","[""""attended_an_event_or_activity_with_more_than_10_people""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask__used_public_transportation_like_a_bus_subway_or_train,"During which of these activities in the <span style=""text-decoration: underline;"">past 7 days</span> did you wear a mask? Please select all that apply. | Used public transportation (like a bus, subway, or train)","[""""used_public_transportation_like_a_bus_subway_or_train""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask__traveled_on_an_airplane,"During which of these activities in the <span style=""""text-decoration: underline;"""">past 7 days</span> did you wear a mask? Please select all that apply. | Traveled on an airplane","[""""traveled_on_an_airplane""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_how_many_people_have_you_had_direct_contact_with_outside_of_your_household,"In the past 7 days, how many people have you had direct contact with, outside of your household? Your best estimate is fine.<br><br><em>""Direct contact"" means: a conversation lasting more than 5 minutes with a person who is closer than 6 feet away from you, or physical contact like hand-shaking, hugging, or kissing.</em>",,survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_how_often_did_you_wear_a_mask_when_in_public,"In the past 7 days, how often did you wear a mask when in public??","[""i_have_not_been_in_public_during_the_past_7_days"",""all_the_time"",""some_of_the_time"",""a_little_of_the_time"",""none_of_the_time"",""most_of_the_time""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_have_you_traveled_outside_of_your_state,"In the past 7 days, have you traveled outside of your state?","[""yes"",""no""]",survey__weekly_survey_origcopy.csv,RADx-DHT
