Id,Description,Datatype,Units,Enumeration,Label,Additional Missing Value Codes,Terms,Unit,Section,ui,Notes,min,max,CDE Reference,pattern,phi_id,branching_logic,required,form_name,header,Variable Classification,Validation,Field Notes,Branching_Logic,CDE_Reference,Custom Alignment,source_file,source_directory,Program,Title,Summary,Digest (Id|source_file|source_directory)
antiplatelet start date,,,,,,,,,Health Status,date,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,8a02a0e27b9dc2ecf2b63d133632afe14e4c656cd23d00fcc1cec9c463e0ecd90bdaf46e07ecb896686fb92f3879cf31e242b5f6e79ea546fdd51293bb7aca4b
antiplatelet end date,,,,,,,,,Health Status,date,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,4d0e7577104611edda6940e700c3d7c2426311a5df6c8343ddccb389cb4fc2406f03ccd6d1c1014c62a31440c24d9c8a1b20d04ff4db08692318fe0dffce3183
antiplatelet dose,,,,,,,,,Health Status,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,d4f08286702ea053b854fdc22d9f9d70121a7fa6a2ba95bae3881e2f489b2c18e929ec050c02f85852ed5493dd4d085baddf05963995cea4a3c24146ff16a0e9
hospitalization,,,,,,,,,Health Status,radio,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,74fbb238d7027bd400a68a49fa12c903613487d234965307b348aa55dc5e702837b4d5e50633c50fac7c55240de5e8f23dd618b548fd23c7c94955c875575ada
"reason for hospitalization? (if patient had covid-19, but it was found incidentally after they were hospitalized for a car accident, the answer here would be other) (choice=covid-19)",,,,,,,,,Health Status,checkbox,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,58968f77a789e82f535d611c9a6d32b5788c7cd8c7c01a046512a74b587a51074c0404e6ba0f281f4ffc630d01361e0e227d02e5a1b106a37d029bbca24d4478
"reason for hospitalization? (if patient had covid-19, but it was found incidentally after they were hospitalized for a car accident, the answer here would be other) (choice=misc)",,,,,,,,,Health Status,checkbox,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,083ea22fc7a1bf4c91d2e2a24d71bef250f84d86628e4adfec1ae6d23fbc8c193debff7097479e41c6300ae93374698c84470f80582a8e28429033bfead5f60b
"reason for hospitalization? (if patient had covid-19, but it was found incidentally after they were hospitalized for a car accident, the answer here would be other) (choice=other)",,,,,,,,,Health Status,checkbox,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,b6fa5a7ad6d28cbc81cb47e3c86b5c3a4cd9d0a8dc22e87c00a883a49e329fe6955a7893e9425059856d8a0f1a95a19d71907ee097e768ef0104d68e6d9a6d67
"reason for hospitalization? (if patient had covid-19, but it was found incidentally after they were hospitalized for a car accident, the answer here would be other) (choice=unknown)",,,,,,,,,Health Status,checkbox,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,edf5e910cc37bfc2becd699f275f7af075307d84b5f7d40ea9b38e400545a218324759c69cb0c51c4c8d1d751783a14f9689a70eb956ad86e534a1fa301acfe5
other reason for hospitalization,,,,,,,,,Health Status,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,186a8c8906763ba792e1b386fa4742d3fb55597be6417f07582732873fa2b1190defca4ffdfbb8cbd70001eeac5e97ba6c3b4288ecded200dfe299211fcbabba
"hospitalization: date of onset (if a transfer, enter first date)",,,,,,,,,Health Status,date,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,7f7ac3c49cd5fc69958b885b568902930a877e1219f46688622ad66a8f1314c2cede053eb99725f8956cd98b619e7a8ae39001a7634e74ccd3a80fdcacd814dc
hospitalization: date resolved,,,,,,,,,Health Status,date,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,91e6b0a092fea770cd563a426959626520b1f60e5a690860177f90ae75973ea22faa2ba784d69fdc9b77d485b9b2752b02af7d6a829e58e78e7b42bc5962465e
icu stay,,,,,,,,,Health Status,radio,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,284563634abd1ac8d6e34d1fbbf1173a78d84fab81eba46625260a82a4d31ba48ca30151df7156aa7f4a98e03ba7812bedb854f838e55ddb2dff4611223b31a5
"was the icu stay consistent (ex. in 1/1, out 1/10), or inconsistent (ex. in 1/1, out 1/2 but still hospitalized, in again 1/5, out again 1/10)?",,,,,,,,,Health Status,radio,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,3befe622c0348b2f5099605678ba442199583d727bc65576aba738ba4ea430c9fdf5f98c73823f2a8102d2c9a235d2ad8b3f42410c7b21ff33f676c01590ae0f
icu: date of onset,,,,,,,,,Health Status,date,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,ac63cbb82820a870914b3284d75137c5d9d15d720c74551a2c6366dfa8b0a8ba2b02c88f2634b7be173eddfcb09bd514e5c572449ab28c226e135fd4e279c1bd
icu: date resolved,,,,,,,,,Health Status,date,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,494b51ae901fc4d948dfa7b209adac4b326fc4ac42773f3a026879564d45fd48a93ad7f3ef55ff539e782de7c50205946820a207b524495510545f0fbfa50849
amount of total days spent in the icu?,,,,,,,,,Health Status,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,bd9aaf32856de22ee32523b42ac0571293279e94271ee4fbe1752bab1d84cfd17e47e77aa2a9a80b26257357e512d8160f4b74c01a5f770e239d6d724b0a3a20
"other complications (includes during hospitalization, up to 3 months post-discharge) (choice=myocarditis / cardiac dysfunction)",,,,,,,,,Health Status,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,3077416e82b25d7df3a959898727bc70b5901a10efcea0b0e666fd3937cf43952d2dd3393c0e8cc62873772f1b3abb070bde3f041c1807335900502710db3d1f
"other complications (includes during hospitalization, up to 3 months post-discharge) (choice=pulmonary embolus)",,,,,,,,,Health Status,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,3960d65d58f9949f424aac7f483802a55d5b7d36351892a1ddf11154e17c55d169c4cd969da7981f7785f2e52882e2e93148af258f38e22d3beb95aecd8c4d34
"other complications (includes during hospitalization, up to 3 months post-discharge) (choice=stroke)",,,,,,,,,Health Status,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,8852a013888966577536a14fb276fff3ade861f1bcc463cde39353047e6822c37ff0058a6bd4458aa2583b26c4eabb6c1d8c2cb0068208243a786f589f62c836
"other complications (includes during hospitalization, up to 3 months post-discharge) (choice=encephalitis)",,,,,,,,,Health Status,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,67de0bf54058a3b3e5d71ea8d9254f7f11ce24c7cdc8f49a9f72c64e500aa072028f2883c1d25a45caf1e4823b3ef5f35cd699265484c542d4a46fba9e6c440c
"other complications (includes during hospitalization, up to 3 months post-discharge) (choice=dialysis)",,,,,,,,,Health Status,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,1d497de09be6e4e509d3a9d3625570d0d333181893971d0fba93aa380a6cafd687f358cbd72ce1340eec87060942c70dd634f913a03a29a23b978e3eec48aa6d
"other complications (includes during hospitalization, up to 3 months post-discharge) (choice=other)",,,,,,,,,Health Status,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,2fe5f99aecd9ea22ba30ab5c302282025106d2c85a6a631cc9231e329c3ae694ba67b7dd0dd5be2450a1efae97a1fb1fa2c1b1dd2e8c609dc4933ba6093254bb
"other complications (includes during hospitalization, up to 3 months post-discharge) (choice=none)",,,,,,,,,Health Status,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,f8ed8ff13c01eb93a7fa56e355903d6d1c3c42c80e33900d293b07749c158506547104253cd928e5f0b3359ae2ca6d65d497da9f96b04342b4ab5db2298ee812
complication(s) notes,,,,,,,,,Health Status,notes,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,c3ae6f1a01f39332caf62d31a0f5b51cc59895c120cae54c2ef9d5471838b83774accba61f01ab0a6ac17ac993cb8696ec343025a6776d7fdd2291e2b738d8bc
how many other complications?,,,,,,,,,Health Status,dropdown,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,e026f4ed2ab113966f6654965b247f0ae984898c55cf4992f3937ac67d080b0e66050767549e6edc99005b7d705c81d40c34602edfe99e9444e028e33cba53db
other complication #1,,,,,,,,,Health Status,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,5ddeecc8f06c5ad058b1959d5883dff6641fc275717250b7a7d8a3186a30250675b734efac80da7b85f4157380ce6902f1929b043b530c70c27357db2276b7ea
other complication #2,,,,,,,,,Health Status,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,ca7a72854fb79ba70008e35b41d983ad8ba35f3458dccaa58ca7379ad5b30f2149363679e89402f3343e472d59ba5cc845c9c24b12b384f35d241b93088c47e0
other complication #3,,,,,,,,,Health Status,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,62555455de18b209803f24239f4127de60661dc949e2db85172fe830d0df39cf4d8ea7937621c590eb8ec5b90a3a607556089af384aabb8168ef471cff3644fc
other complication #4,,,,,,,,,Health Status,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,9705bc862cd6bd41d4726ff74817257c396bce4ae89622bf26b9da82ea161e539f9286e60e4eb90e573c808d652eda41895a0190f692d4d9605c0b79cda06315
other complication #5,,,,,,,,,Health Status,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,057218c16601abc377b55f42efb3c6f457fbfc260b641ad00094199e4f6cd766094886276e6d158e843439c24af7919eb495b83286ecbb76ee97c7f954e0579f
date of death,,,,,,,,,Health Status,date,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,9ced907a99c454cc58b21e4aa69706b60d5ca56457c4fb50626a9c57dc4cbd592aa9370c28475e37d1e6a49c89e59487f9bc24c30f5157857f45b2638069e961
was death due to covid?,,,,,,,,,Health Status,radio,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,1c6e13e778834b454ffec3988553cb85d8e5894bd26ce70b4b3b9fdc4d29f1c6e39cef80a838d76198e1f0a911669d22b673d856009b15fbfd8712bed1d99e3f
sample_id,,,,,Study ID and date of sampling,,,,Identity,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,329b3c919aea979c4bd689dec5368861b2d3f463063c730afc33dad1bdbabb5b0d865610f2408788b1c941cc678515277c24b97ad78d714f044c8e8694a4ae58
chr,,,,,Chromosome,,,,Methylation_Reference,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,096dd7a6a48f3511c538117cd09925c7639891f56176f987c05b1786a1af8368194515d8b77cf65acda9aebf7050d82eb87b63b1a89debf572b7269f67a4a4ee
start,,,,,Start of interval,,,,Methylation_Reference,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,f6890abae010333da81b97bbdbfcdec4af6ba6c9f85fd4c5f65a234ed0ddf4d4f886495022d068c2ac18ebf436f624e6d1e3f83f6672495bfa4a32d69fec1c23
stop,,,,,Stop of interval,,,,Methylation_Reference,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,7c5560e8df41b496bd30e4f855bbf0135dfb2321e6340778ae8385da05a5050de4fc27f5a5121c07ec9e779b8afc0d5fc48962894b603781dcef192ad6b29d5a
reference,,,,,DOI Source of Interval - Background information,,,,Methylation_Reference,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,8bccfb9fcfd328e9d6bdc3db03fc10d7e49a12d1b4cdad81629d5b84124068d6bfbbeb98500ff4fcc8e71d3eee38df433115e55458345f79ef20120d7533f5ce
genomic_loci,,,,,"Build from Chromosome_Start of interval_Stop of interval ",,,,Methylation_Reference,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,bd8d5f3aac84d5ef6cd83da20b9b8de5f7ac933e0366dc7057aaf4fdd85cbf4b5d72267774c9bbaa0efb171882fa3c36c89e4d908e18062f3c35eb70d6068640
cfdna_data,,,,,Refer to Methylation_Reference_File for variable definition,,,,Methylation_Data,Float,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,3f201089dbf91305123f9047a806346d6ad88e97e574db8fbe9c9daa50280222f9a101f7a90326ed71af758c60ccffbd42c99f4645808bfd2189679aab50fc7a
gene_id,,,,,Ensembl gene id,,,,Gene_count_reference,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,20392c3ff620ba7b4834486bd407fa1dfcf958a166ab4320386a8c913186790d2f84374e3c9598a710fde4ba9e7acd554728177bcc2294ef0e0d506328263b6c
gene_name,,,,,hgnc gene symbol,,,,Gene_count_reference,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,2720f03a6d12cee495ae2fa068382388d0993e57f623942d1817077fdc50303809b47096fcf803eef4c7dbc2fcb21c4e9a351f3ac1a94545d0ab9d7a03e54ff3
gene_type,,,,,Gene biotype,,,,Gene_count_reference,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,9b5cea2a83cdea936464efd52c5370bba6522fce407261089b0926a1d66cb680a855ed2ad17ee92d19bbad0c3a5322a93b3fb1425dc4730a2ffc7eed55ac3a84
genomic_reference,,,,,Source of gene information - Background information,,,,Gene_count_reference,text,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,3aaa03306dbe50a1824c0ed9cafefd4ef77ff76121c0473d26183d58135652c14aadb1e14cd569b86ff02c520249310f1549d35a687759ae047e5ec6e3a0a160
cfrna_data,,,,,Refer to Gene_Count_Reference_File for variable definition,,,,Gene_count_data,Float,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,e39719c0e7d7e11b928b8587a477901c16063be542d79a038c4519b253e2ec23c27088815d17585d5082aa77c714c391be5ff65c68a9ce3cc6099113141fa2b8
wbrna_data,,,,,Refer to Gene_Count_Reference_File for variable definition,,,,Gene_count_data,Float,,,,,,,,,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.,c1472451fce65cba128fdfc2921bf6d37271235340b72d856bad65bba4e909a92f8532cf622907eb5d4b1ef7d70ee6e3b4bc90cd12cd638550eab86a1717edc2
voc_technology_platform,,,,"1, GC |2, E-nose",Technology used for VOC detection,,,,VOC,category,,,,RADx-rad DCC,,,,,,,,,,,,,Rad_017_787_breath_DICT_origcopy_v1.csv,phs002563,RADx-rad,A Handheld Microchip for GC Analysis of Breath to Screen for COVID-19,This project will develop a handheld breath collection tool that would be used in conjunction with a portable GC with a photoionization detector resulting in mobile breath analysis technology for rapid screening for COVID-19. The handheld tool will be a closed system for trapping select volatile organic compounds on a microfabricated silicon chip.,2e0a99b35529908d9100cab8d183a6cfbed953716a258668a0d1bf48a4f09c8995702a15ec64cb65c9e80142ec3cdb842b8d1004f3f1beabd494cb361825e51f
